date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/21,,vs,L 0-1,3.1,8,6,6,2,3,4,82
6/14,,@,L 0-1,5.0,4,3,3,1,1,8,85
6/7,,vs,L 0-1,1.1,3,2,2,0,2,2,49
6/1,,@,L 0-1,6.1,3,2,2,2,0,3,92
5/25,,vs,ND,6.0,5,2,2,0,1,8,92
5/19,,@,ND,4.0,5,4,4,2,1,2,67
5/14,,vs,W 1-0,6.0,2,2,2,1,2,6,97
5/8,,vs,ND,4.2,6,1,1,0,1,7,88
5/1,,@,L 0-1,4.2,8,4,4,2,0,8,97
4/24,,vs,ND,6.1,4,1,1,0,1,10,101
4/18,,@,ND,5.0,4,2,2,0,2,4,77
4/11,,vs,W 1-0,6.0,4,3,3,2,1,6,77
4/3,,@,W 1-0,5.2,7,4,4,1,3,2,98
3/27,,vs,ND,3.1,5,4,4,1,2,6,83
