date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/10,,vs,L 0-1,1.2,0,1,1,0,2,2,31
7/7,,vs,L 0-1,0.1,1,3,0,0,1,0,18
7/4,,vs,ND,1.0,0,0,0,0,0,2,16
7/2,,vs,W 1-0,2.0,1,0,0,0,0,3,24
6/28,,@,ND,1.0,2,0,0,0,0,2,22
6/22,,@,ND,1.0,2,1,1,1,1,2,32
6/19,,vs,ND,0.2,2,1,1,0,1,0,13
6/16,,vs,ND,1.0,0,0,0,0,1,0,12
6/15,,vs,ND,0.2,1,0,0,0,0,0,12
6/11,,@,ND,1.0,3,0,0,0,1,2,22
6/9,,@,W 1-0,1.1,0,0,0,0,0,3,21
6/4,,@,ND,0.1,2,2,2,1,1,1,16
6/2,,@,ND,1.1,3,0,0,0,1,1,23
5/31,,vs,ND,0.2,0,0,0,0,1,0,18
5/27,,vs,ND,1.0,0,0,0,0,0,0,8
5/25,,vs,ND,1.0,0,0,0,0,0,2,14
5/24,,@,ND,1.0,0,0,0,0,0,2,16
5/20,,@,ND,1.0,0,0,0,0,0,1,11
5/19,,@,ND,1.0,0,0,0,0,0,1,10
5/15,,@,ND,2.0,1,0,0,0,0,2,32
5/11,,vs,ND,0.2,1,0,0,0,0,1,8
5/8,,vs,ND,1.0,1,0,0,0,1,1,23
5/3,,@,ND,1.2,1,1,1,0,1,0,25
4/29,,vs,L 0-1,2.0,3,1,1,0,1,3,26
4/25,,vs,ND,1.1,1,0,0,0,0,2,21
4/19,,@,ND,1.0,1,0,0,0,0,1,21
4/18,,@,L 0-1,1.0,3,2,2,0,0,0,23
4/12,,vs,ND,2.0,2,0,0,0,1,4,37
4/6,,@,ND,2.0,2,0,0,0,0,2,27
4/1,,vs,ND,1.2,1,1,1,0,2,1,35
3/28,,vs,W 1-0,1.0,1,0,0,0,0,1,15
3/26,,vs,ND,1.0,0,0,0,0,0,1,9
