date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/19,,vs,ND,4.1,6,3,3,0,0,8,98
7/11,,@,ND,6.2,4,2,2,2,4,6,99
7/6,,@,W 1-0,8.0,4,1,1,0,0,8,101
6/30,,vs,L 0-1,4.0,7,6,6,4,1,5,85
6/25,,@,L 0-1,5.0,5,4,0,1,2,9,92
6/19,,vs,W 1-0,6.0,4,0,0,0,0,13,96
6/13,,@,ND,7.0,6,1,1,1,4,7,101
6/7,,vs,ND,5.2,4,1,1,0,1,5,92
6/2,,vs,L 0-1,4.1,5,5,4,1,0,3,76
5/26,,@,W 1-0,6.0,4,1,1,1,0,6,77
5/20,,vs,L 0-1,6.0,8,2,2,0,2,7,106
5/15,,@,W 1-0,6.2,2,1,1,1,2,9,106
5/9,,@,ND,6.0,2,0,0,0,0,6,97
5/4,,vs,W 1-0,5.2,7,1,1,0,3,4,95
4/28,,@,W 1-0,6.0,3,0,0,0,2,8,92
4/23,,@,W 1-0,8.0,4,2,1,1,1,5,96
4/17,,vs,ND,6.0,3,1,0,0,2,6,93
4/12,,@,L 0-1,5.0,7,3,3,0,1,8,85
4/7,,vs,ND,5.0,5,3,3,0,0,7,84
4/1,,@,W 1-0,6.1,2,0,0,0,0,7,79
3/27,,@,W 1-0,5.1,1,0,0,0,0,8,68
