date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/22,,@,L 0-1,0.2,1,1,0,0,0,1,14
5/18,,vs,L 0-1,0.1,5,7,6,0,1,0,25
5/17,,vs,ND,1.0,2,1,1,0,0,2,19
5/16,,vs,ND,1.0,0,0,0,0,1,2,17
5/12,,@,ND,2.0,2,0,0,0,1,3,35
5/10,,@,ND,0.2,0,0,0,0,0,1,7
5/5,,vs,ND,2.0,0,0,0,0,1,1,25
5/1,,vs,ND,1.0,1,0,0,0,0,1,17
4/29,,@,ND,1.0,2,0,0,0,0,1,14
4/26,,@,ND,1.0,1,1,0,0,0,2,17
4/17,,vs,ND,3.0,2,1,1,1,0,1,48
4/16,,@,ND,0.1,2,2,2,0,0,0,5
4/13,,@,ND,2.2,2,1,1,1,0,4,35
4/10,,@,ND,1.0,1,0,0,0,0,1,20
4/7,,vs,ND,1.0,1,0,0,0,1,1,26
