date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/24,,@,L 0-1,5.0,8,5,5,0,3,5,108
6/18,,vs,W 1-0,5.0,8,4,3,0,2,6,108
6/13,,vs,ND,4.1,7,4,4,2,0,1,86
6/7,,@,W 1-0,6.0,3,1,0,0,0,7,104
6/2,,@,ND,7.0,1,1,1,1,0,8,87
5/27,,vs,L 0-1,5.0,4,2,2,0,1,4,94
5/22,,vs,ND,6.0,4,0,0,0,2,8,96
5/16,,@,L 0-1,6.0,5,3,3,0,0,4,82
5/10,,vs,ND,4.0,4,3,3,0,3,4,95
4/30,,@,L 0-1,5.1,9,5,4,0,2,5,93
4/24,,vs,W 1-0,6.1,8,3,3,0,3,6,88
4/18,,@,L 0-1,4.0,7,7,5,3,2,3,74
4/12,,vs,ND,5.1,6,5,5,2,2,4,67
4/7,,@,ND,5.2,6,1,1,0,1,5,97
4/1,,vs,W 1-0,5.0,4,1,1,0,1,5,86
