date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/19,,@,ND,0.2,1,1,1,1,0,0,15
8/16,,vs,ND,2.0,1,1,1,1,0,1,28
8/14,,vs,ND,1.1,0,0,0,0,0,0,16
8/11,,vs,W 1-0,2.0,2,0,0,0,1,0,25
8/4,,@,ND,1.0,0,0,0,0,1,1,11
8/1,,@,ND,0.2,1,0,0,0,0,1,9
7/29,,vs,ND,1.2,0,2,1,0,1,0,15
7/27,,vs,ND,2.0,0,0,0,0,2,2,35
7/25,,vs,L 0-1,1.2,1,1,1,1,0,1,24
7/23,,vs,ND,0.1,0,0,0,0,0,0,4
7/20,,@,ND,1.1,1,0,0,0,0,1,15
7/18,,@,ND,0.2,1,0,0,0,2,1,23
7/10,,vs,ND,0.2,1,0,0,0,0,0,16
7/7,,vs,ND,2.0,0,0,0,0,0,1,23
6/30,,@,ND,2.0,1,0,0,0,0,2,35
6/28,,vs,ND,0.2,0,0,0,0,0,0,5
6/27,,vs,ND,1.0,1,0,0,0,1,0,14
6/24,,vs,ND,1.2,0,0,0,0,0,2,20
6/17,,@,ND,2.0,0,0,0,0,0,1,20
6/15,,@,ND,1.1,2,2,2,2,0,1,13
6/12,,@,ND,1.0,1,0,0,0,1,1,20
