date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/4,,@,ND,1.0,0,1,1,0,1,0,15
8/2,,@,ND,0.2,0,0,0,0,1,0,23
7/28,,vs,ND,3.0,5,3,3,0,0,1,57
7/20,,@,ND,2.1,3,0,0,0,0,2,38
7/11,,vs,ND,2.0,1,1,1,1,0,2,25
7/9,,vs,ND,1.1,0,0,0,0,0,1,12
7/3,,@,ND,1.0,1,1,1,0,1,2,21
6/29,,@,ND,3.1,1,1,1,1,1,0,42
6/20,,@,ND,2.1,1,0,0,0,1,2,35
6/17,,@,ND,1.0,0,0,0,0,0,0,15
6/12,,vs,ND,2.0,1,0,0,0,0,1,21
6/9,,vs,ND,1.0,1,1,1,0,0,2,23
6/7,,@,ND,1.0,1,0,0,0,0,0,15
6/4,,@,ND,2.0,2,2,2,1,2,1,46
5/31,,@,ND,1.2,0,0,0,0,0,1,17
5/30,,@,ND,1.0,0,0,0,0,0,2,14
5/25,,vs,ND,3.0,1,0,0,0,1,1,35
5/22,,vs,ND,3.0,0,0,0,0,2,1,41
5/18,,@,ND,1.2,3,2,1,0,0,1,29
5/14,,@,ND,1.0,0,0,0,0,1,1,13
5/11,,@,ND,1.0,0,0,0,0,0,1,12
5/9,,vs,ND,0.2,4,4,3,0,0,1,30
5/5,,vs,ND,1.0,2,1,1,0,2,1,38
5/1,,@,ND,1.2,1,0,0,0,0,1,21
4/24,,vs,ND,3.0,3,1,1,0,1,3,54
4/19,,@,ND,1.0,0,0,0,0,0,0,12
4/15,,@,ND,2.0,2,0,0,0,1,2,28
4/12,,@,ND,1.0,1,0,0,0,1,0,20
4/10,,@,ND,0.2,0,0,0,0,2,1,15
4/5,,vs,ND,1.0,1,0,0,0,1,0,19
4/3,,vs,ND,1.1,3,3,3,1,2,2,38
3/31,,@,ND,2.0,2,0,0,0,0,1,28
3/28,,vs,ND,0.1,0,0,0,0,0,0,2
3/25,,vs,ND,2.0,1,0,0,0,1,2,22
