date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
9/1,,vs,ND,1.0,0,0,0,0,0,2,10
8/29,,@,ND,1.0,2,1,1,0,1,1,30
8/27,,@,ND,1.2,0,0,0,0,0,1,18
8/24,,vs,ND,0.1,2,2,2,2,0,0,8
8/23,,vs,ND,1.1,0,0,0,0,0,1,10
8/21,,vs,ND,1.0,0,0,0,0,0,1,11
8/18,,@,ND,1.0,2,1,1,0,1,1,26
8/16,,@,L 0-1,0.2,1,1,1,0,0,1,12
8/11,,vs,ND,1.0,0,0,0,0,0,1,9
8/9,,vs,ND,1.0,1,0,0,0,0,0,9
8/7,,vs,ND,0.1,3,1,1,0,0,0,12
8/5,,vs,ND,1.0,0,0,0,0,0,1,18
8/2,,@,ND,1.2,0,0,0,0,0,1,20
7/31,,@,ND,1.0,0,0,0,0,0,1,10
7/27,,@,L 0-1,1.1,3,1,0,0,0,0,19
7/25,,@,ND,1.0,0,0,0,0,0,1,9
7/23,,@,ND,1.0,0,0,0,0,0,0,6
7/21,,vs,ND,1.0,0,0,0,0,0,0,13
7/19,,vs,ND,1.1,2,0,0,0,0,1,15
7/17,,vs,ND,1.0,1,0,0,0,1,0,15
7/12,,@,ND,1.1,0,0,0,0,0,2,20
7/8,,@,ND,1.0,5,4,3,1,0,0,27
7/5,,vs,ND,1.0,0,0,0,0,0,0,11
7/3,,vs,ND,1.0,0,0,0,0,0,1,13
7/1,,vs,ND,1.0,0,0,0,0,0,0,21
6/30,,vs,ND,1.0,1,1,1,1,0,0,15
6/27,,@,ND,1.0,1,0,0,0,0,0,6
6/24,,@,ND,1.0,1,0,0,0,0,0,10
6/22,,@,ND,1.2,0,0,0,0,1,2,27
6/19,,vs,ND,1.0,1,1,1,1,0,0,11
6/17,,vs,ND,1.0,0,0,0,0,0,2,14
6/12,,@,ND,2.0,1,0,0,0,2,2,36
6/9,,@,ND,0.2,2,2,2,0,1,0,22
6/7,,vs,ND,1.0,0,0,0,0,0,1,8
6/3,,vs,ND,1.0,1,0,0,0,1,1,21
6/1,,vs,W 1-0,1.0,0,0,0,0,0,2,10
5/30,,@,ND,1.0,1,0,0,0,0,0,12
5/29,,@,ND,0.1,0,0,0,0,0,0,4
5/24,,vs,ND,1.0,0,0,0,0,0,1,11
5/22,,vs,ND,0.2,1,0,0,0,1,0,17
5/20,,vs,ND,0.1,0,0,0,0,0,0,6
5/17,,@,ND,0.2,0,0,0,0,0,0,7
5/16,,@,ND,0.2,0,0,0,0,0,0,8
5/11,,@,ND,1.0,1,0,0,0,0,0,11
5/9,,vs,ND,1.0,0,0,0,0,0,0,12
5/6,,vs,ND,1.0,0,0,0,0,0,1,15
5/2,,@,ND,0.2,0,0,0,0,1,1,18
4/29,,@,ND,1.0,0,0,0,0,0,1,14
4/28,,@,ND,1.0,1,0,0,0,0,0,12
4/25,,vs,L 0-1,1.0,1,1,0,0,1,0,14
4/22,,vs,ND,1.0,1,1,1,0,0,0,13
4/21,,vs,ND,1.1,1,0,0,0,0,0,16
4/15,,@,ND,1.0,0,0,0,0,0,0,6
4/14,,@,ND,1.2,0,0,0,0,0,1,15
4/12,,@,W 1-0,1.0,1,0,0,0,0,0,15
4/9,,@,ND,1.0,1,0,0,0,0,0,10
4/8,,@,ND,1.0,1,0,0,0,0,0,16
4/5,,vs,ND,1.1,0,0,0,0,0,1,17
4/4,,vs,ND,1.0,0,0,0,0,0,1,12
4/1,,vs,ND,1.0,1,0,0,0,0,2,18
3/30,,vs,ND,1.0,0,0,0,0,0,1,16
3/26,,@,ND,0.1,3,4,4,1,0,0,16
