date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/11,,@,W 1-0,6.2,5,1,1,0,4,3,94
7/5,,vs,ND,4.0,6,6,6,3,1,1,62
6/30,,vs,L 0-1,7.0,5,3,2,1,0,2,91
6/24,,@,ND,6.0,3,0,0,0,1,3,89
6/19,,@,L 0-1,5.1,4,4,3,1,2,7,95
6/12,,vs,W 1-0,7.0,2,2,2,2,2,8,91
6/6,,@,W 1-0,8.0,3,0,0,0,2,3,87
5/31,,vs,ND,6.0,6,3,3,1,1,5,90
5/25,,vs,L 0-1,3.0,8,7,7,5,0,3,61
5/20,,@,ND,8.0,4,1,1,0,1,5,104
5/15,,vs,L 0-1,6.2,7,3,3,0,2,2,96
5/9,,vs,ND,6.0,1,1,1,1,2,9,98
5/4,,@,L 0-1,4.0,5,4,4,1,2,4,77
4/28,,vs,L 0-1,5.0,4,1,1,0,3,6,93
4/22,,vs,L 0-1,6.0,5,2,2,1,2,3,95
4/17,,vs,ND,6.0,4,0,0,0,3,5,96
4/12,,@,L 0-1,4.2,11,8,8,1,1,4,93
4/6,,vs,ND,4.2,5,1,1,0,1,3,87
3/31,,@,L 0-1,4.0,4,1,1,0,2,4,74
3/26,,@,ND,5.0,4,3,3,3,2,7,78
