date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/26,,vs,ND,3.0,2,1,1,1,0,2,36
6/21,,vs,ND,6.0,4,3,3,1,3,5,88
6/15,,@,ND,5.1,5,3,3,1,1,6,96
6/9,,vs,W 1-0,7.0,6,3,3,0,0,2,73
6/3,,vs,L 0-1,4.0,9,6,6,2,1,1,58
5/29,,vs,W 1-0,7.0,8,2,2,0,0,5,88
5/22,,@,ND,6.0,9,1,1,1,1,1,94
5/16,,vs,ND,6.0,5,0,0,0,1,4,77
5/10,,@,W 1-0,5.2,7,1,1,0,0,3,80
5/4,,vs,W 1-0,5.0,5,1,1,0,1,4,71
4/28,,@,W 1-0,7.0,3,0,0,0,1,4,78
4/22,,vs,W 1-0,8.0,5,1,1,0,1,6,95
4/17,,@,L 0-1,5.1,8,2,2,0,3,3,88
4/11,,vs,ND,4.2,5,1,1,1,3,4,87
4/5,,@,ND,6.0,1,1,1,1,1,4,81
3/30,,@,ND,6.0,6,2,2,1,0,3,88
