date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/24,,@,ND,1.0,1,0,0,0,1,0,18
6/23,,@,ND,1.0,0,0,0,0,0,2,12
6/20,,vs,ND,0.2,0,0,0,0,0,0,1
6/16,,vs,ND,1.2,1,0,0,0,0,3,17
6/14,,@,ND,1.1,0,0,0,0,0,0,11
6/11,,@,ND,1.0,1,0,0,0,0,2,17
6/9,,@,ND,1.1,1,0,0,0,1,1,20
6/6,,vs,W 1-0,1.0,0,0,0,0,1,2,21
6/4,,vs,W 1-0,1.2,0,0,0,0,0,3,22
6/3,,vs,ND,0.1,0,0,0,0,0,0,3
5/31,,@,ND,2.0,1,0,0,0,3,0,34
5/26,,@,ND,1.2,2,1,0,0,1,1,32
5/23,,vs,ND,1.0,1,0,0,0,0,1,16
5/20,,vs,ND,1.2,0,0,0,0,0,1,20
5/17,,@,L 0-1,0.1,1,2,1,1,0,0,2
5/16,,@,ND,1.0,0,0,0,0,0,1,12
5/15,,@,ND,0.1,2,1,1,1,1,0,10
5/12,,@,ND,1.2,2,0,0,0,1,2,26
5/8,,@,ND,0.1,1,1,1,0,2,0,14
5/5,,vs,W 1-0,1.0,0,0,0,0,1,2,18
5/4,,vs,W 1-0,1.0,0,0,0,0,0,3,14
5/1,,vs,ND,0.2,3,3,3,1,1,2,25
4/28,,@,ND,2.0,0,0,0,0,0,2,22
4/24,,@,W 1-0,3.0,2,0,0,0,0,1,35
4/14,,@,ND,1.0,1,0,0,0,0,0,11
