date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/3,,@,L 0-1,3.0,11,7,7,2,2,2,76
6/27,,vs,W 1-0,7.0,1,0,0,0,2,6,92
6/21,,@,L 0-1,8.0,5,2,2,1,1,5,103
6/14,,vs,W 1-0,8.0,7,1,0,0,0,7,106
6/8,,vs,ND,8.0,5,1,1,0,0,7,99
6/3,,@,W 1-0,7.0,1,0,0,0,1,4,95
5/29,,@,ND,4.1,3,1,1,0,3,5,86
5/5,,vs,L 0-1,4.0,7,6,6,1,0,4,62
4/30,,@,ND,7.0,7,1,1,1,2,6,92
4/23,,vs,L 0-1,7.0,7,3,3,0,2,5,98
4/17,,@,W 1-0,6.0,7,4,3,1,2,6,99
4/11,,@,L 0-1,6.0,5,4,4,1,3,6,98
4/5,,vs,ND,7.0,7,1,1,0,1,3,92
3/31,,@,W 1-0,6.0,3,3,3,0,4,5,104
3/25,,vs,L 0-1,5.0,9,7,6,0,1,7,86
