date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/29,,vs,ND,1.1,4,2,2,1,1,1,32
7/28,,vs,ND,1.0,1,0,0,0,0,0,10
7/25,,@,ND,2.0,2,0,0,0,0,2,30
7/20,,@,ND,1.0,2,1,1,0,0,0,13
7/12,,vs,L 0-1,2.0,2,1,1,0,0,2,25
7/3,,vs,ND,1.2,0,0,0,0,0,0,17
6/29,,@,ND,1.2,4,3,3,1,2,1,43
6/27,,@,ND,1.0,0,0,0,0,1,0,12
6/23,,vs,ND,2.0,1,1,0,0,1,3,34
6/20,,@,ND,1.0,1,0,0,0,0,1,23
6/15,,vs,ND,2.1,0,0,0,0,0,1,20
6/13,,vs,W 1-0,1.2,1,0,0,0,0,1,26
6/10,,@,L 0-1,0.2,1,1,1,1,0,0,17
5/23,,vs,ND,5.0,6,4,4,1,1,1,62
5/4,,@,ND,5.2,4,3,3,1,2,1,75
