date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/10,,vs,ND,2.0,2,0,0,0,1,3,36
6/6,,vs,ND,3.0,0,0,0,0,0,3,38
6/2,,@,ND,2.2,0,0,0,0,1,3,49
5/30,,@,ND,2.0,4,3,3,2,1,2,37
5/25,,@,ND,1.1,1,1,1,1,0,3,20
5/19,,vs,ND,1.1,2,1,1,0,0,2,24
5/18,,vs,ND,1.0,0,0,0,0,0,0,15
5/16,,@,ND,1.0,2,3,2,0,2,0,27
5/14,,@,ND,2.0,0,0,0,0,0,2,23
5/12,,@,ND,1.0,1,0,0,0,0,1,14
5/9,,vs,ND,1.0,0,0,0,0,0,2,13
5/4,,vs,ND,2.0,1,0,0,0,0,1,29
5/1,,vs,ND,2.1,0,0,0,0,0,3,28
4/24,,@,ND,2.0,2,1,1,1,0,1,31
4/22,,vs,ND,0.1,1,1,1,1,1,0,9
4/18,,vs,ND,2.1,0,0,0,0,2,1,40
4/13,,@,ND,2.0,1,0,0,0,1,4,35
4/10,,@,ND,2.0,1,0,0,0,0,3,34
4/8,,vs,ND,1.0,0,0,0,0,0,2,18
4/3,,@,ND,1.0,2,2,2,0,2,2,24
3/30,,vs,ND,3.0,1,1,1,0,1,3,42
