date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/16,,vs,ND,5.0,4,3,3,1,2,5,74
8/11,,vs,ND,4.0,4,1,1,1,2,4,70
8/5,,@,ND,3.2,3,0,0,0,1,0,42
8/2,,@,ND,1.1,1,0,0,0,0,2,22
7/29,,vs,ND,1.1,1,2,2,0,1,2,30
7/27,,vs,ND,1.2,1,0,0,0,0,0,22
7/23,,vs,W 1-0,1.0,2,1,1,0,0,1,18
7/22,,@,ND,1.0,1,0,0,0,0,2,16
7/19,,@,L 0-1,1.1,1,1,1,0,3,1,32
7/11,,vs,ND,1.1,0,0,0,0,0,2,19
7/7,,vs,ND,1.0,1,1,0,0,0,2,29
7/5,,@,ND,1.0,1,1,1,1,0,0,11
7/1,,@,ND,2.0,5,2,2,1,0,1,32
6/29,,@,ND,1.0,0,0,0,0,0,1,8
6/27,,vs,ND,0.2,2,1,1,0,1,1,25
6/22,,vs,ND,1.1,1,2,2,1,0,2,19
6/19,,vs,W 1-0,1.1,1,0,0,0,0,3,16
6/15,,@,ND,2.2,2,1,1,0,2,5,59
6/12,,@,ND,1.0,3,1,1,0,0,1,21
6/9,,vs,ND,0.2,0,0,0,0,1,2,17
6/7,,vs,ND,1.0,2,0,0,0,0,2,16
6/5,,vs,ND,2.0,2,1,1,1,0,1,24
6/3,,@,ND,1.0,0,0,0,0,0,1,12
5/31,,@,L 0-1,0.2,4,2,2,1,0,0,25
5/29,,@,L 0-1,0.2,1,2,1,1,0,1,10
5/27,,vs,W 1-0,3.0,0,0,0,0,0,3,35
5/24,,@,ND,2.0,1,0,0,0,2,4,45
5/20,,vs,ND,4.2,2,0,0,0,2,7,63
5/15,,vs,ND,4.0,1,0,0,0,0,1,46
5/13,,@,L 0-1,0.1,1,1,0,0,0,1,8
5/10,,@,ND,2.0,5,3,3,0,0,4,39
5/6,,vs,ND,1.1,1,0,0,0,3,3,39
5/2,,vs,ND,2.1,2,0,0,0,0,3,28
4/30,,@,W 1-0,2.0,1,0,0,0,1,2,31
4/25,,@,ND,2.2,1,1,1,1,1,5,42
4/24,,@,ND,1.0,0,0,0,0,0,2,14
4/20,,@,ND,1.1,3,2,2,0,0,1,21
4/16,,vs,ND,0.1,2,3,3,0,1,0,12
4/11,,vs,ND,3.1,0,0,0,0,2,2,61
4/6,,@,ND,3.0,2,1,1,0,2,4,49
4/4,,vs,ND,1.0,1,1,1,1,0,1,17
3/31,,@,ND,1.0,2,2,2,0,0,2,16
3/26,,@,ND,1.1,2,1,1,1,2,0,36
