date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/26,,vs,ND,5.2,7,1,1,0,1,4,92
8/20,,@,W 1-0,7.0,5,2,0,0,2,6,99
8/14,,vs,ND,4.0,3,3,3,1,2,5,89
8/9,,@,L 0-1,4.0,4,4,3,0,4,8,83
8/4,,@,L 0-1,7.0,3,2,2,0,1,6,98
7/29,,vs,ND,5.0,5,2,2,2,2,6,98
7/24,,@,ND,4.0,6,5,5,2,2,3,80
7/18,,vs,L 0-1,4.0,7,6,6,1,1,3,87
7/10,,@,W 1-0,5.1,6,3,3,0,1,0,79
6/14,,vs,ND,2.1,3,2,2,0,2,1,47
6/8,,vs,ND,5.1,6,3,2,0,2,6,92
6/2,,vs,L 0-1,3.2,7,8,7,2,3,3,91
5/28,,@,W 1-0,5.0,2,1,1,1,2,5,88
5/22,,vs,W 1-0,5.2,7,4,4,1,2,5,97
5/17,,vs,L 0-1,3.2,7,7,7,0,4,4,79
