date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/2,,vs,ND,4.1,4,4,4,0,6,1,95
6/27,,@,W 1-0,5.2,7,2,2,0,0,1,92
6/21,,vs,L 0-1,5.1,7,4,4,1,1,5,90
6/15,,@,ND,5.0,5,1,1,1,1,5,89
6/10,,vs,ND,5.0,2,1,1,0,2,7,84
6/3,,@,L 0-1,3.1,10,8,8,1,2,5,85
5/29,,vs,ND,3.2,5,3,3,0,2,2,70
5/23,,@,L 0-1,5.0,8,5,5,1,1,5,94
5/17,,vs,L 0-1,4.2,9,7,6,2,3,5,101
5/12,,@,L 0-1,5.0,5,2,2,0,2,5,85
5/6,,vs,L 0-1,5.0,11,7,7,1,3,2,87
4/30,,@,L 0-1,5.1,4,4,4,2,3,5,85
4/24,,@,W 1-0,7.0,7,1,1,0,0,3,90
4/19,,vs,ND,5.0,7,3,3,0,1,3,88
4/14,,@,L 0-1,2.2,7,7,2,1,1,3,71
4/11,,@,ND,1.0,0,0,0,0,0,0,11
4/8,,vs,W 1-0,5.2,7,1,1,0,2,4,100
4/3,,vs,L 0-1,3.0,12,9,9,2,2,2,77
3/28,,@,ND,4.1,7,3,3,1,0,4,93
