date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/13,,vs,ND,5.0,5,1,1,1,2,4,88
8/7,,vs,ND,6.1,3,0,0,0,2,7,90
8/1,,@,ND,5.1,2,1,1,0,1,7,78
7/27,,@,ND,3.0,5,3,3,0,2,4,66
7/22,,vs,ND,5.0,1,0,0,0,1,7,57
5/13,,@,L 0-1,3.0,5,3,3,0,1,2,61
5/8,,@,L 0-1,6.0,6,5,5,0,3,5,94
5/3,,vs,ND,5.1,6,3,3,0,3,6,107
4/27,,@,W 1-0,6.0,4,0,0,0,2,5,89
4/22,,@,W 1-0,8.0,3,0,0,0,2,9,100
4/16,,vs,L 0-1,5.1,3,5,5,1,3,3,93
4/11,,@,ND,8.0,6,3,3,0,0,6,94
4/5,,vs,ND,6.2,5,3,3,0,3,4,103
3/31,,@,W 1-0,7.0,3,0,0,0,1,6,90
3/25,,@,W 1-0,6.1,2,0,0,0,1,4,86
