date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-08-01 00:00:00,,vs,L 0-1,6.1,6,1,1,0,1,4,99
2026-07-26 00:00:00,,vs,ND,4.1,6,2,1,0,2,2,90
2026-07-20 00:00:00,,@,ND,6.0,6,4,1,0,0,6,77
2026-07-12 00:00:00,,vs,ND,4.2,8,2,2,0,0,9,104
2026-07-07 00:00:00,,vs,L 0-1,6.0,6,3,3,0,3,3,100
2026-06-29 00:00:00,,vs,ND,7.0,4,2,2,0,4,6,109
2026-06-23 00:00:00,,@,L 0-1,5.0,8,5,5,1,1,5,91
2026-06-18 00:00:00,,@,L 0-1,7.0,5,3,3,0,2,9,99
2026-06-12 00:00:00,,vs,W 1-0,5.0,6,3,2,0,2,1,103
2026-06-07 00:00:00,,@,L 0-1,5.2,7,5,1,1,1,3,81
2026-06-02 00:00:00,,@,W 1-0,7.0,4,2,2,0,2,6,94
2026-05-26 00:00:00,,vs,W 1-0,7.0,7,1,1,0,2,9,99
2026-05-20 00:00:00,,@,ND,6.0,2,1,1,1,3,6,94
2026-05-15 00:00:00,,@,L 0-1,7.0,6,3,3,1,3,4,108
2026-05-09 00:00:00,,vs,L 0-1,4.2,5,5,5,1,3,5,100
2026-05-04 00:00:00,,@,L 0-1,5.2,5,6,5,1,5,4,96
2026-04-28 00:00:00,,vs,W 1-0,5.2,6,1,1,1,1,6,98
2026-04-21 00:00:00,,@,ND,6.1,8,4,4,0,2,4,98
2026-04-16 00:00:00,,@,L 0-1,6.0,6,4,4,1,3,6,99
2026-04-10 00:00:00,,vs,L 0-1,5.0,9,3,3,1,2,4,99
2026-04-04 00:00:00,,@,ND,5.2,4,1,1,0,3,5,98
2026-03-29 00:00:00,,vs,ND,5.1,7,4,4,0,0,4,78
