date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
9/20,,vs,ND,1.0,0,0,0,0,0,2,15
9/15,,@,ND,1.0,1,0,0,0,0,1,15
9/13,,@,ND,0.0,1,1,1,1,0,0,4
9/11,,@,ND,1.0,1,0,0,0,0,1,19
9/6,,vs,ND,1.0,0,0,0,0,1,0,11
9/3,,vs,W 1-0,0.2,0,0,0,0,0,0,8
9/2,,vs,L 0-1,1.0,3,3,2,0,0,1,15
8/28,,@,ND,0.2,1,0,0,0,2,0,12
8/26,,@,ND,1.0,2,0,0,0,1,0,14
8/23,,vs,ND,1.0,0,0,0,0,0,1,6
8/21,,vs,ND,0.2,0,0,0,0,0,1,8
8/19,,@,ND,1.0,0,0,0,0,0,2,15
7/28,,vs,L 0-1,1.1,1,1,1,0,0,0,18
7/25,,@,ND,1.0,0,0,0,0,0,2,11
7/22,,@,ND,0.2,0,0,0,0,0,0,7
7/19,,@,ND,2.0,0,0,0,0,0,2,22
7/12,,vs,ND,1.0,0,0,0,0,1,1,16
7/10,,vs,ND,1.0,1,3,2,1,1,2,29
7/6,,vs,ND,1.0,0,0,0,0,0,2,13
7/4,,vs,ND,0.2,1,0,0,0,0,0,12
7/2,,vs,ND,1.0,1,0,0,0,0,0,11
6/30,,@,ND,1.0,0,0,0,0,1,1,16
6/26,,@,ND,1.0,0,0,0,0,1,0,12
6/23,,@,ND,1.0,2,1,1,1,0,1,18
5/8,,vs,ND,1.0,0,0,0,0,1,1,18
5/6,,@,ND,1.0,0,0,0,0,0,2,10
