date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/18,,vs,ND,2.0,4,2,2,1,0,1,36
6/16,,vs,ND,0.2,3,3,3,0,1,0,20
6/12,,@,ND,2.0,1,1,1,1,0,1,38
6/6,,vs,ND,2.1,1,0,0,0,1,2,39
6/3,,@,ND,0.2,0,0,0,0,0,1,7
6/2,,@,W 1-0,0.1,0,0,0,0,0,0,1
5/28,,vs,ND,2.0,2,0,0,0,0,1,29
5/22,,@,ND,3.0,3,0,0,0,1,0,39
5/16,,@,ND,2.0,0,0,0,0,1,1,25
5/13,,vs,W 1-0,1.0,1,0,0,0,0,1,16
5/8,,vs,ND,3.1,3,4,1,0,2,2,70
5/2,,@,ND,3.0,2,0,0,0,2,2,56
4/24,,vs,ND,3.0,3,2,2,1,0,2,45
4/18,,@,ND,3.0,3,3,3,0,2,5,65
4/16,,@,W 1-0,1.0,1,0,0,0,0,0,12
