date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/6,,vs,ND,2.1,1,0,0,0,0,2,27
5/31,,@,ND,1.2,3,2,2,0,1,2,35
5/24,,vs,ND,1.0,1,0,0,0,0,1,17
5/19,,vs,ND,0.1,2,2,2,0,1,0,12
5/17,,@,ND,1.0,0,0,0,0,0,0,8
5/13,,@,L 0-1,0.2,1,1,1,0,0,1,12
5/9,,vs,ND,2.0,0,0,0,0,0,3,18
5/7,,vs,ND,1.1,4,2,2,0,1,2,35
5/4,,@,ND,1.0,0,0,0,0,0,1,18
5/2,,@,ND,1.0,2,1,1,0,1,1,20
4/30,,vs,ND,1.1,2,0,0,0,0,2,27
4/25,,@,ND,0.0,3,2,2,0,0,0,11
4/23,,@,L 0-1,0.1,2,1,0,0,1,1,11
4/21,,@,L 0-1,1.0,3,2,2,0,2,1,30
4/18,,vs,ND,1.0,1,0,0,0,2,2,29
4/17,,vs,ND,1.0,1,0,0,0,1,1,20
4/14,,vs,ND,1.0,3,3,3,1,1,1,25
4/10,,vs,ND,1.0,1,0,0,0,0,1,14
4/7,,@,ND,1.0,0,0,0,0,0,2,18
4/5,,@,ND,1.0,0,0,0,0,0,1,8
3/31,,vs,ND,1.2,3,1,1,0,0,2,37
3/28,,vs,ND,1.0,1,0,0,0,0,0,10
