date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/18,,@,ND,1.1,2,1,1,0,1,1,25
5/15,,vs,ND,2.0,0,0,0,0,1,1,25
5/14,,vs,ND,1.0,1,1,1,1,0,1,10
5/10,,@,ND,1.0,1,0,0,0,0,2,12
5/8,,@,ND,1.0,0,0,0,0,0,2,10
5/6,,@,ND,0.2,5,4,4,2,0,0,21
5/2,,@,ND,2.2,3,0,0,0,1,0,36
4/28,,vs,ND,2.0,0,0,0,0,1,2,25
4/23,,vs,ND,2.1,2,1,0,0,0,3,40
4/19,,@,ND,2.0,1,0,0,0,1,2,28
4/15,,@,ND,2.0,3,1,1,1,0,2,30
4/10,,vs,ND,3.0,4,3,3,0,0,1,36
4/4,,@,ND,2.0,0,0,0,0,0,1,30
4/1,,@,L 0-1,1.2,1,1,0,0,1,1,20
3/30,,@,ND,1.1,0,0,0,0,0,3,14
3/26,,vs,ND,3.0,1,1,1,1,0,1,39
