date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/9,,vs,ND,2.0,2,2,2,1,1,3,38
8/4,,@,L 0-1,6.0,5,1,1,1,0,5,83
7/29,,vs,ND,5.0,9,6,6,1,2,3,79
7/24,,vs,ND,3.1,2,1,1,0,1,4,57
7/21,,@,ND,2.0,0,0,0,0,0,2,24
7/18,,@,ND,2.1,3,2,1,0,0,2,38
7/10,,vs,ND,2.0,0,0,0,0,0,1,23
7/2,,@,ND,3.0,4,3,3,1,2,2,51
6/27,,@,ND,3.1,3,0,0,0,1,4,63
6/21,,vs,ND,4.1,3,1,1,0,2,6,68
6/15,,@,L 0-1,4.2,8,5,5,2,3,1,91
6/10,,vs,ND,4.0,3,0,0,0,1,4,66
6/5,,vs,L 0-1,2.0,3,3,3,0,1,1,33
6/2,,@,ND,2.0,5,3,3,0,0,3,40
4/8,,vs,ND,1.0,0,0,0,0,0,1,12
