date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/28,,vs,ND,1.0,0,0,0,0,0,2,9
6/26,,vs,ND,2.0,2,0,0,0,0,1,21
6/23,,vs,ND,2.1,0,0,0,0,0,1,29
6/20,,@,ND,2.0,4,3,3,1,0,3,32
6/16,,@,ND,1.0,3,1,1,0,0,2,26
6/14,,vs,ND,0.2,0,0,0,0,1,0,20
6/12,,vs,W 1-0,1.1,1,1,1,1,0,0,15
6/10,,vs,ND,1.1,1,0,0,0,0,3,16
6/9,,vs,ND,1.0,1,0,0,0,0,0,7
6/2,,@,ND,2.0,2,1,1,1,0,3,28
5/30,,vs,ND,1.0,0,0,0,0,0,1,12
5/1,,vs,ND,2.0,2,0,0,0,0,0,27
4/29,,@,ND,1.0,0,0,0,0,0,0,16
4/25,,@,W 1-0,1.0,0,0,0,0,2,1,22
4/23,,vs,L 0-1,0.1,1,3,3,0,2,1,20
4/21,,vs,ND,1.0,1,1,1,0,2,0,25
4/18,,vs,L 0-1,2.0,2,1,0,0,0,0,22
4/16,,@,ND,1.0,1,0,0,0,0,2,16
4/14,,@,ND,1.0,0,0,0,0,1,0,10
4/11,,@,ND,1.0,0,0,0,0,0,1,14
4/10,,@,ND,1.0,1,0,0,0,0,0,14
4/8,,vs,ND,1.0,1,1,1,0,2,1,24
4/6,,vs,W 1-0,1.0,1,0,0,0,0,0,21
4/5,,vs,L 0-1,0.0,3,4,4,0,2,0,20
4/1,,@,ND,0.2,2,1,1,1,0,0,21
3/29,,@,ND,1.0,1,1,1,1,0,1,11
3/26,,@,ND,1.0,0,0,0,0,0,2,12
