date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/7,,@,ND,1.0,1,0,0,0,2,2,25
6/6,,@,ND,1.0,0,0,0,0,1,0,20
6/3,,@,ND,0.2,2,3,3,0,1,2,26
5/30,,vs,ND,0.2,2,2,2,0,2,0,25
5/28,,vs,ND,1.2,0,0,0,0,0,2,27
5/24,,@,ND,1.2,0,0,0,0,0,2,18
5/21,,@,ND,1.0,1,0,0,0,0,0,8
5/19,,@,L 0-1,0.0,2,3,2,1,0,0,5
5/15,,vs,ND,1.1,1,1,1,1,0,0,15
5/14,,vs,ND,1.0,1,0,0,0,0,3,14
5/10,,@,ND,1.2,0,0,0,0,0,1,19
5/7,,@,ND,0.2,1,0,0,0,1,0,16
4/30,,vs,ND,1.0,0,0,0,0,1,0,12
4/27,,vs,ND,1.0,0,0,0,0,0,1,7
4/25,,@,ND,1.0,0,0,0,0,1,1,20
4/24,,@,ND,1.0,0,0,0,0,0,1,9
4/17,,vs,ND,1.0,1,0,0,0,0,2,16
4/15,,vs,ND,1.0,1,0,0,0,0,1,11
4/14,,vs,ND,1.0,1,0,0,0,0,2,18
4/11,,@,ND,1.0,1,0,0,0,0,2,13
4/10,,@,W 1-0,0.2,0,0,0,0,1,2,17
4/5,,vs,ND,1.0,3,1,1,0,0,3,25
4/3,,vs,ND,0.2,0,0,0,0,0,1,9
4/1,,@,ND,0.2,1,2,2,1,1,1,15
3/29,,@,ND,1.0,2,0,0,0,0,3,20
3/26,,@,ND,1.1,1,2,2,0,3,2,42
