date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/9,,@,ND,1.0,2,2,2,1,0,3,24
8/8,,@,ND,1.0,0,0,0,0,1,0,8
8/2,,vs,ND,0.2,1,0,0,0,0,1,20
7/31,,vs,ND,1.0,1,0,0,0,0,0,13
7/26,,@,ND,0.2,3,2,2,0,0,1,22
7/19,,vs,ND,1.0,1,1,1,1,0,1,14
7/17,,vs,L 0-1,1.0,2,2,2,1,0,1,17
7/12,,@,ND,2.0,3,1,1,1,1,1,31
7/10,,@,L 0-1,1.0,4,4,4,2,1,1,19
7/7,,@,ND,1.0,1,0,0,0,0,1,9
7/5,,vs,ND,1.0,1,0,0,0,0,0,12
7/4,,vs,ND,1.0,1,0,0,0,0,2,22
6/30,,vs,ND,1.0,0,0,0,0,0,1,10
6/28,,@,ND,1.0,1,0,0,0,0,0,8
6/27,,@,ND,1.0,0,0,0,0,0,1,11
6/24,,@,ND,1.0,1,0,0,0,0,0,14
6/22,,@,ND,0.2,0,0,0,0,1,1,11
6/21,,vs,ND,1.0,0,0,0,0,0,1,11
6/16,,vs,W 1-0,1.0,1,1,1,0,1,0,11
6/13,,@,W 1-0,1.0,0,0,0,0,0,1,17
6/12,,@,ND,0.2,1,0,0,0,1,1,18
6/10,,@,ND,0.1,0,0,0,0,0,1,3
6/8,,@,ND,1.0,1,0,0,0,0,0,12
6/5,,vs,ND,1.0,0,0,0,0,1,1,15
6/3,,vs,ND,1.0,2,0,0,0,0,1,23
5/29,,vs,ND,1.2,1,0,0,0,0,0,23
5/27,,@,ND,0.1,1,1,1,1,1,1,12
5/23,,@,ND,1.0,1,0,0,0,0,1,21
5/22,,@,ND,1.1,0,0,0,0,0,0,17
5/19,,@,ND,1.0,2,0,0,0,0,1,26
5/16,,vs,ND,0.2,0,0,0,0,1,0,12
5/15,,vs,ND,1.2,0,0,0,0,0,1,17
5/13,,vs,ND,1.0,1,1,1,0,3,0,34
5/11,,vs,ND,1.0,1,0,0,0,0,0,15
5/5,,vs,ND,2.0,3,1,1,0,0,2,37
5/2,,@,ND,1.0,0,0,0,0,0,0,6
5/1,,@,ND,1.0,2,0,0,0,0,0,14
4/26,,vs,ND,1.0,0,0,0,0,0,1,11
4/21,,@,ND,0.2,2,3,3,0,2,0,15
4/19,,vs,L 0-1,2.0,2,3,1,0,0,1,40
4/14,,vs,ND,1.1,3,0,0,0,0,2,28
4/11,,@,ND,1.1,0,0,0,0,1,1,25
4/5,,@,ND,1.2,1,0,0,0,1,1,23
4/1,,vs,ND,1.0,0,0,0,0,0,2,12
3/29,,vs,ND,0.2,1,0,0,0,0,2,18
3/28,,vs,ND,1.0,0,0,0,0,1,2,17
3/26,,vs,ND,1.0,2,1,1,0,0,1,17
