date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/26,,vs,L 0-1,0.2,2,2,2,2,0,1,12
7/24,,vs,ND,0.1,0,0,0,0,0,0,2
7/19,,@,ND,1.0,2,0,0,0,0,2,19
7/12,,vs,ND,0.2,0,0,0,0,1,1,11
7/10,,vs,W 1-0,1.1,0,0,0,0,0,0,17
7/9,,vs,W 1-0,0.1,0,0,0,0,0,0,3
7/7,,vs,ND,1.0,0,0,0,0,0,0,8
7/5,,vs,ND,2.0,1,0,0,0,0,3,25
7/2,,vs,ND,1.0,2,1,1,0,0,1,17
7/1,,@,ND,1.0,2,2,2,0,0,0,12
6/28,,@,W 1-0,2.0,2,2,2,1,0,2,28
6/24,,@,ND,0.2,2,2,2,1,1,0,15
6/20,,vs,ND,0.2,1,2,1,0,0,0,14
6/18,,vs,ND,1.0,0,0,0,0,0,1,9
6/13,,@,L 0-1,0.2,2,2,2,0,0,2,18
6/11,,@,ND,1.0,0,0,0,0,1,0,12
6/9,,@,ND,0.2,0,0,0,0,0,0,8
5/23,,@,ND,0.1,2,2,2,0,0,0,16
5/18,,@,ND,1.0,0,0,0,0,0,1,5
5/15,,@,ND,1.0,2,1,1,0,0,3,24
5/13,,vs,ND,1.0,2,1,1,0,0,1,9
5/11,,vs,ND,1.0,2,0,0,0,1,1,17
5/9,,vs,ND,1.0,0,0,0,0,0,1,11
5/7,,@,ND,0.1,2,0,0,0,0,0,7
5/1,,@,ND,0.2,1,1,1,0,1,1,25
4/28,,vs,ND,1.0,1,1,1,1,0,1,20
4/25,,vs,W 1-0,1.0,0,0,0,0,0,1,10
4/22,,vs,L 0-1,0.1,2,3,3,0,0,1,19
4/21,,vs,ND,1.0,1,0,0,0,0,2,12
4/17,,@,ND,1.0,0,0,0,0,1,1,12
4/15,,@,ND,1.0,2,3,3,2,1,2,32
4/12,,@,ND,1.1,0,0,0,0,1,1,21
4/8,,vs,ND,1.0,1,0,0,0,0,1,16
4/6,,vs,ND,0.1,0,0,0,0,0,0,3
4/5,,vs,ND,1.0,1,0,0,0,0,1,14
4/3,,vs,ND,1.0,2,0,0,0,0,1,17
3/31,,@,W 1-0,1.1,0,0,0,0,1,1,14
3/29,,@,ND,0.2,0,0,0,0,0,0,11
3/28,,@,ND,1.0,1,0,0,0,1,2,19
