date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/5,,@,W 1-0,5.1,8,3,2,1,1,4,89
6/30,,@,W 1-0,5.0,5,3,3,0,3,3,90
6/24,,vs,ND,4.0,5,2,1,0,3,2,75
6/19,,@,L 0-1,4.2,4,2,2,0,1,4,78
6/14,,vs,W 1-0,2.2,3,0,0,0,2,4,58
6/9,,vs,ND,5.0,6,2,1,1,0,4,88
6/3,,@,W 1-0,5.0,2,0,0,0,1,2,61
5/29,,vs,ND,4.0,4,2,2,1,3,3,84
5/23,,@,L 0-1,3.1,10,8,8,1,2,3,85
5/17,,vs,ND,3.0,6,4,4,1,4,2,92
5/12,,vs,ND,5.0,6,2,2,2,1,2,80
5/5,,@,L 0-1,4.2,6,4,4,3,2,2,75
4/29,,vs,ND,7.0,5,2,2,2,0,6,103
4/24,,vs,ND,5.2,3,3,1,0,4,1,91
4/18,,@,ND,4.2,2,3,3,1,4,3,75
4/11,,@,L 0-1,5.0,3,1,1,1,1,4,85
4/6,,vs,L 0-1,6.0,5,2,2,1,1,4,86
3/31,,@,L 0-1,5.0,6,4,3,0,1,4,80
