date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/14,,@,ND,5.0,9,8,8,1,2,2,97
6/9,,vs,W 1-0,5.0,6,3,3,1,2,3,93
6/2,,@,W 1-0,5.0,5,2,2,0,2,5,96
5/27,,@,L 0-1,4.2,6,3,3,2,1,3,83
5/22,,@,ND,6.2,6,2,2,0,1,3,97
5/16,,vs,W 1-0,5.0,7,2,2,0,2,1,88
5/10,,@,L 0-1,5.0,7,5,5,3,1,2,81
5/4,,vs,L 0-1,5.1,3,4,4,1,2,1,61
4/29,,@,W 1-0,5.1,4,0,0,0,3,2,91
4/22,,vs,W 1-0,5.2,5,1,1,0,1,4,101
4/17,,vs,L 0-1,4.0,9,5,5,1,2,3,91
4/10,,@,ND,6.0,4,2,2,2,0,3,81
4/5,,vs,W 1-0,6.0,4,1,1,1,1,5,78
3/30,,@,ND,4.2,2,1,1,1,2,4,72
