date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/18,,@,W 1-0,5.0,3,0,0,0,2,7,97
6/12,,vs,ND,6.0,6,3,3,1,0,8,102
6/6,,vs,ND,6.0,6,1,1,1,2,5,102
6/1,,vs,W 1-0,6.0,8,4,4,2,0,9,98
5/26,,@,ND,7.2,5,2,2,1,0,9,98
5/20,,vs,W 1-0,6.0,4,1,1,0,0,9,99
5/15,,vs,ND,6.0,4,1,1,0,1,7,90
5/9,,@,ND,6.0,2,1,1,0,3,5,107
5/3,,vs,ND,0.1,0,0,0,0,1,1,9
4/28,,vs,L 0-1,6.0,6,2,2,0,1,6,88
4/23,,@,ND,5.0,7,7,4,2,2,5,92
4/17,,vs,L 0-1,6.0,3,2,1,0,0,6,94
4/11,,@,W 1-0,7.0,2,2,2,1,1,5,91
4/6,,vs,W 1-0,5.0,3,3,2,0,3,7,101
4/1,,@,L 0-1,4.0,9,5,5,0,0,3,77
3/26,,@,ND,5.1,1,0,0,0,2,7,85
