date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
9/11,,@,ND,1.0,1,0,0,0,0,1,16
9/8,,@,ND,2.0,2,1,1,0,0,1,28
9/4,,vs,ND,2.0,0,0,0,0,1,2,34
8/15,,vs,ND,2.0,0,0,0,0,2,2,34
8/4,,@,ND,2.0,3,1,1,0,1,3,33
7/31,,@,L 0-1,0.1,3,3,2,0,0,1,18
7/28,,vs,L 0-1,2.0,2,1,0,0,1,0,20
7/24,,vs,ND,1.0,2,0,0,0,0,1,21
7/20,,@,ND,3.0,1,0,0,0,0,5,56
6/12,,vs,L 0-1,1.2,4,4,4,0,3,2,37
6/9,,vs,L 0-1,0.0,5,6,6,1,1,0,29
6/2,,@,ND,3.0,0,0,0,0,2,3,41
5/29,,vs,ND,3.0,1,0,0,0,0,4,38
5/25,,vs,W 1-0,3.0,1,0,0,0,0,4,41
5/21,,@,ND,1.0,3,1,1,0,0,2,30
4/27,,vs,ND,4.0,0,0,0,0,0,3,44
4/21,,@,ND,1.2,1,0,0,0,3,0,33
4/19,,vs,ND,1.0,1,1,1,1,0,1,12
