date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
5/19,,vs,ND,1.0,0,0,0,0,0,1,10
5/17,,vs,L 0-1,1.1,2,2,2,1,0,1,27
5/15,,vs,ND,0.1,1,0,0,0,1,1,11
5/13,,@,ND,1.0,1,0,0,0,1,0,17
5/9,,@,ND,2.0,1,0,0,0,1,3,30
5/7,,vs,ND,0.2,0,0,0,0,2,1,16
5/3,,vs,ND,0.2,1,0,0,0,0,1,12
4/30,,@,ND,0.2,1,0,0,0,0,0,12
4/26,,@,W 1-0,1.0,1,0,0,0,1,2,14
4/24,,@,ND,0.2,1,0,0,0,1,0,10
4/23,,vs,ND,1.0,1,0,0,0,0,1,11
4/18,,vs,ND,2.0,0,0,0,0,1,2,23
4/17,,vs,ND,1.0,2,1,1,0,2,1,28
4/10,,vs,ND,0.2,0,0,0,0,0,0,5
4/9,,vs,ND,1.2,0,0,0,0,0,1,18
4/3,,@,ND,1.0,2,1,1,0,1,1,28
3/31,,@,ND,2.0,2,1,1,1,1,2,29
3/29,,vs,L 0-1,1.0,2,2,1,0,2,1,26
3/28,,vs,W 1-0,1.0,2,1,0,0,0,1,21
