date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/30,,vs,ND,0.1,1,0,0,0,1,0,19
7/25,,@,ND,0.2,0,2,2,0,1,2,20
7/22,,@,ND,1.0,2,1,1,0,0,2,22
7/19,,@,ND,0.2,0,0,0,0,2,1,21
7/12,,vs,L 0-1,0.2,1,1,0,0,1,0,15
7/10,,vs,ND,1.2,1,2,0,0,1,2,29
7/8,,vs,W 1-0,0.1,0,0,0,0,0,0,2
7/6,,vs,W 1-0,2.0,0,1,0,0,2,0,28
7/3,,vs,ND,1.0,0,0,0,0,0,1,11
7/2,,vs,ND,1.0,0,0,0,0,0,1,10
6/28,,@,ND,1.0,0,0,0,0,1,0,11
6/26,,@,ND,1.0,0,0,0,0,0,1,13
6/23,,@,ND,1.0,0,0,0,0,0,1,9
6/21,,vs,ND,1.0,0,0,0,0,0,1,11
6/20,,vs,ND,1.0,0,0,0,0,1,2,14
6/17,,vs,ND,1.1,1,0,0,0,0,0,11
6/12,,@,ND,1.0,1,0,0,0,0,2,16
6/11,,@,ND,0.2,3,2,2,0,0,1,15
6/7,,vs,ND,1.2,0,0,0,0,0,3,24
6/5,,vs,ND,1.0,0,0,0,0,0,3,18
6/2,,@,ND,1.0,1,0,0,0,0,0,19
5/31,,vs,ND,1.0,0,0,0,0,1,1,17
5/29,,vs,ND,0.2,2,1,1,0,0,0,7
5/20,,@,ND,1.0,0,0,0,0,0,1,11
5/19,,@,ND,1.1,0,0,0,0,1,1,15
5/15,,@,W 1-0,1.0,0,0,0,0,0,2,17
5/14,,vs,ND,1.0,0,0,0,0,0,1,17
5/12,,vs,ND,1.0,1,0,0,0,0,1,14
5/9,,vs,ND,1.2,1,1,1,0,1,1,34
5/6,,@,ND,2.0,1,0,0,0,0,1,23
5/1,,@,ND,1.0,2,3,2,0,1,0,24
4/27,,vs,ND,1.0,0,0,0,0,0,1,9
4/26,,vs,ND,1.0,0,0,0,0,2,1,24
4/24,,vs,ND,0.1,0,0,0,0,0,0,1
4/20,,@,ND,1.0,2,1,1,1,0,2,14
4/18,,@,ND,1.0,0,0,0,0,0,2,12
4/12,,vs,ND,1.0,1,1,0,0,2,0,17
4/6,,@,ND,1.0,0,0,0,0,0,2,11
4/4,,@,ND,1.0,1,1,1,0,0,0,22
4/3,,@,ND,1.0,3,2,2,0,1,1,25
3/27,,vs,W 1-0,1.0,0,0,0,0,0,1,13
