date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
6/25,,@,ND,1.0,0,0,0,0,0,0,12
6/22,,@,L 0-1,1.0,2,1,1,0,0,2,24
6/17,,vs,ND,2.0,1,0,0,0,0,3,31
6/15,,vs,ND,1.0,1,0,0,0,0,1,17
6/13,,@,W 1-0,0.1,1,0,0,0,0,0,5
6/12,,@,ND,1.0,1,0,0,0,0,2,22
6/7,,vs,ND,0.2,1,0,0,0,0,0,16
6/6,,vs,ND,1.0,1,0,0,0,0,1,9
5/29,,@,ND,2.0,1,0,0,0,0,1,25
5/24,,vs,ND,0.2,1,0,0,0,0,0,8
5/20,,vs,ND,1.1,3,2,2,0,0,2,28
5/15,,@,ND,1.1,1,1,1,1,0,2,17
5/13,,@,ND,1.0,1,0,0,0,0,0,10
5/9,,vs,W 1-0,0.1,0,0,0,0,0,0,3
5/8,,vs,ND,2.0,1,1,1,1,0,2,20
5/6,,vs,ND,0.2,0,0,0,0,0,1,7
4/30,,vs,ND,2.0,2,0,0,0,1,2,33
4/28,,vs,ND,1.0,0,0,0,0,0,2,17
4/26,,@,ND,1.0,1,0,0,0,0,0,17
4/24,,@,ND,1.0,1,0,0,0,1,1,21
4/21,,@,ND,1.0,2,3,3,2,1,1,23
4/19,,vs,ND,1.0,2,1,1,0,1,2,26
4/17,,vs,ND,2.0,1,0,0,0,0,0,23
4/14,,vs,L 0-1,0.1,1,4,3,0,2,0,26
4/12,,vs,ND,1.0,0,0,0,0,0,1,9
4/11,,vs,ND,0.2,1,0,0,0,0,1,9
4/6,,@,ND,1.0,0,0,0,0,0,1,9
4/5,,@,ND,1.0,0,0,0,0,0,1,13
4/3,,@,ND,1.0,0,0,0,0,0,2,13
3/30,,vs,ND,2.0,0,0,0,0,0,2,23
3/28,,vs,ND,2.0,1,0,0,0,1,2,32
