date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
7/5,,vs,ND,1.0,3,4,4,1,1,0,22
7/3,,vs,W 1-0,1.0,1,0,0,0,1,1,16
6/29,,@,ND,1.0,0,0,0,0,0,3,15
6/27,,@,ND,0.1,2,1,1,0,2,0,19
6/24,,@,ND,1.0,0,0,0,0,2,1,26
6/22,,@,ND,1.0,1,0,0,0,0,1,11
6/19,,vs,ND,1.0,0,0,0,0,0,1,9
6/16,,vs,ND,1.0,0,0,0,0,0,1,10
6/15,,vs,W 1-0,1.0,1,0,0,0,0,2,14
6/10,,@,L 0-1,0.1,3,4,4,1,2,0,20
6/7,,vs,ND,1.1,2,1,1,0,0,3,22
6/4,,@,ND,1.0,1,0,0,0,0,2,15
6/2,,@,ND,0.2,1,3,3,0,3,1,24
5/30,,vs,ND,1.0,0,0,0,0,0,1,11
5/27,,vs,ND,1.0,0,0,0,0,0,1,15
5/25,,vs,W 1-0,1.0,1,1,1,1,0,1,12
5/23,,@,ND,1.0,0,0,0,0,2,1,15
5/20,,@,ND,1.0,2,0,0,0,0,1,11
5/18,,@,ND,1.0,1,0,0,0,0,0,6
5/15,,@,ND,1.0,0,0,0,0,1,0,17
5/13,,vs,ND,1.0,1,0,0,0,0,2,15
5/8,,vs,ND,1.0,2,0,0,0,0,1,19
5/6,,@,ND,1.0,0,0,0,0,0,2,11
5/4,,@,ND,1.0,0,0,0,0,1,2,17
5/1,,@,ND,1.0,0,0,0,0,0,2,12
4/29,,vs,ND,1.0,0,0,0,0,0,1,5
4/26,,vs,ND,1.0,0,0,0,0,0,0,5
4/25,,vs,ND,1.0,1,0,0,0,0,1,10
4/22,,@,ND,1.0,0,0,0,0,0,1,11
4/19,,@,ND,1.0,0,0,0,0,0,1,8
4/15,,vs,ND,1.0,2,1,1,0,0,3,24
