date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
8/30,,vs,ND,2.2,1,0,0,0,1,2,42
8/26,,@,ND,2.0,2,0,0,0,0,2,22
8/23,,vs,ND,1.0,1,0,0,0,0,1,23
8/19,,vs,ND,2.0,2,0,0,0,0,2,30
8/14,,@,ND,1.0,0,0,0,0,0,3,15
8/11,,@,ND,2.1,5,3,3,0,0,2,39
8/7,,vs,ND,3.0,1,0,0,0,0,2,34
7/29,,@,ND,1.2,6,3,3,0,0,0,35
7/26,,vs,ND,1.0,1,0,0,0,0,2,20
7/21,,vs,ND,4.0,7,1,1,1,0,2,65
7/12,,@,ND,3.0,2,0,0,0,0,4,38
7/11,,@,ND,1.0,0,0,0,0,0,0,8
7/3,,vs,ND,3.1,8,7,7,2,1,4,72
6/28,,@,ND,4.1,4,0,0,0,0,4,61
6/18,,vs,ND,2.0,1,0,0,0,1,0,29
