date,opponent,home_away,result,ip,h,r,er,hr,bb,k,pitches
2026-07-30 00:00:00,,vs,W 1-0,5.1,5,2,2,0,3,7,90
2026-07-24 00:00:00,,@,W 1-0,7.0,3,1,1,1,2,9,94
2026-07-17 00:00:00,,@,ND,5.2,5,1,0,0,1,5,94
2026-07-08 00:00:00,,vs,ND,6.0,4,3,3,2,1,5,78
2026-07-02 00:00:00,,vs,ND,3.0,7,6,6,3,2,3,88
2026-06-26 00:00:00,,@,L 0-1,4.0,3,3,3,1,5,2,81
2026-06-19 00:00:00,,vs,ND,5.2,4,3,3,2,1,6,90
2026-06-12 00:00:00,,@,L 0-1,4.1,7,7,7,1,3,4,91
2026-06-05 00:00:00,,vs,ND,7.0,2,0,0,0,2,10,98
2026-05-30 00:00:00,,vs,ND,5.1,3,1,1,1,1,7,84
2026-05-23 00:00:00,,@,W 1-0,5.0,4,3,2,0,2,4,87
2026-05-17 00:00:00,,@,W 1-0,7.0,4,1,1,0,0,8,91
2026-05-11 00:00:00,,vs,ND,5.0,6,3,3,1,1,5,91
2026-05-02 00:00:00,,@,L 0-1,6.0,5,3,3,1,2,4,104
2026-04-25 00:00:00,,vs,W 1-0,5.0,7,4,4,3,1,5,99
2026-04-19 00:00:00,,@,ND,4.2,7,3,3,1,2,2,78
2026-04-12 00:00:00,,vs,L 0-1,4.0,5,2,2,1,5,6,94
2026-04-05 00:00:00,,@,ND,5.0,5,6,6,2,3,5,90
2026-03-30 00:00:00,,vs,L 0-1,4.0,4,1,1,0,2,4,78
