game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823672,2026-08-12T17:40:00Z,BAL @ MIN,MIN,BAL,Zebby Matthews,Shane Baz,805673.0,669358.0,1.01,,,,,,,,,,,,,,,,,,,4,6,4,6,5.23,3.76,3.13,3.66,3.84,5.0,0.327,10.0,3.01,4.96,3.58,10.0,0.326,33.0
823017,2026-08-12T18:15:00Z,PHI @ STL,STL,PHI,Kyle Leahy,Zack Wheeler,681517.0,554430.0,0.99,,,,,,,,,,,,,,,,,,,7,3,5,5,3.45,2.69,1.5,2.35,3.3,10.0,0.433,14.0,2.19,3.38,2.44,5.0,0.266,21.0
824967,2026-08-12T19:05:00Z,TB @ ATH,ATH,TB,TBD,Drew Rasmussen,,656876.0,1.0,,,,,,,,,,,,,,,,,,,8,2,2,8,,2.75,,,,,,,6.94,2.67,2.74,9.0,0.262,23.0
825047,2026-08-12T19:40:00Z,COL @ AZ,AZ,COL,Merrill Kelly,Ryan Feltner,518876.0,663372.0,1.05,,,,,,,,,,,,,,,,,,,4,6,6,4,4.88,5.71,4.22,3.06,4.63,10.0,0.233,78.0,3.82,5.47,4.4,8.0,0.316,31.0
823187,2026-08-12T19:45:00Z,HOU @ SF,SF,HOU,TBD,TBD,,,0.95,,,,,,,,,,,,,,,,,,,6,4,2,8,,,,,,,,,,,,,,
823263,2026-08-12T20:10:00Z,MIL @ SD,SD,MIL,Robbie Ray,Dustin May,592662.0,669160.0,0.95,,,,,,,,,,,,,,,,,,,6,4,7,3,3.24,4.3,2.93,2.39,4.38,11.0,0.299,70.0,4.27,3.93,3.46,12.0,0.394,159.0
824241,2026-08-12T22:40:00Z,CLE @ DET,DET,CLE,Framber Valdez,Foster Griffin,664285.0,656492.0,0.99,,,,,,,,,,,,,,,,,,,3,7,7,3,4.17,3.31,4.32,4.01,3.68,11.0,0.353,105.0,,,3.36,0.0,,0.0
823833,2026-08-12T22:40:00Z,PIT @ MIA,MIA,PIT,Janson Junk,TBD,676083.0,,0.95,,,,,,,,,,,,,,,,,,,3,7,5,5,4.63,,4.93,6.81,3.66,4.0,0.365,8.0,,,,,,
822698,2026-08-12T22:45:00Z,CHC @ WSH,WSH,CHC,TBD,David Peterson,,656849.0,1.0,,,,,,,,,,,,,,,,,,,7,3,4,6,,5.35,,,,,,,3.6,4.18,3.75,9.0,0.3,94.0
823511,2026-08-12T23:05:00Z,SEA @ NYY,NYY,SEA,Will Warren,Bryce Miller,701542.0,682243.0,1.05,,,,,,,,,,,,,,,,,,,3,7,5,5,4.18,3.08,3.14,2.58,3.13,9.0,0.282,34.0,1.36,2.44,3.18,7.0,0.202,25.0
822779,2026-08-12T23:07:00Z,BOS @ TOR,TOR,BOS,José Soriano,Ranger Suarez,667755.0,624133.0,1.0,,,,,,,,,,,,,,,,,,,7,3,6,4,3.24,3.32,6.47,3.18,3.44,6.0,0.195,12.0,1.08,1.94,2.97,10.0,0.215,57.0
824883,2026-08-12T23:15:00Z,NYM @ ATL,ATL,NYM,Tyler Mahle,Zac Thornton,641816.0,804267.0,0.98,,,,,,,,,,,,,,,,,,,6,4,7,3,4.83,2.52,4.7,3.34,3.63,9.0,0.382,41.0,4.7,2.72,4.05,8.0,0.356,20.0
824562,2026-08-12T23:40:00Z,CIN @ CWS,CWS,CIN,Luis Castillo,Rhett Lowder,622491.0,695076.0,0.97,,,,,,,,,,,,,,,,,,,6,4,5,5,5.3,5.26,5.59,4.7,3.86,12.0,0.3,66.0,,,4.07,0.0,,0.0
823916,2026-08-13T02:10:00Z,KC @ LAD,LAD,KC,TBD,Daniel Lynch IV,,663738.0,0.96,,,,,,,,,,,,,,,,,,,3,7,2,8,,2.45,,,,,,,7.95,6.16,3.68,8.0,0.378,29.0
823994,2026-08-13T02:10:00Z,TEX @ LAA,LAA,TEX,George Klassen,TBD,691946.0,,0.97,,,,,,,,,,,,,,,,,,,5,5,3,7,7.27,,,,5.83,0.0,,0.0,,,,,,
