game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824470,2026-09-02T16:40:00Z,SD @ CIN,CIN,SD,Brandon Williamson,Casey Mize,682227.0,663554.0,1.04,,,,,,,,,,,,,,,,,,,4,6,4,6,6.11,3.45,2.4,3.63,4.97,6.0,0.222,10.0,1.42,2.1,3.82,3.0,0.176,8.0
822686,2026-09-02T17:05:00Z,ATL @ WSH,WSH,ATL,TBD,Grant Holmes,,656550.0,1.0,,,,,,,,,,,,,,,,,,,7,3,4,6,,3.71,,,,,,,5.39,2.76,4.05,9.0,0.314,49.0
822851,2026-09-02T18:35:00Z,ATH @ TEX,TEX,ATH,Cody Bradford,Jacob Lopez,674003.0,682052.0,1.02,,,,,,,,,,,,,,,,,,,4,6,5,5,3.42,4.82,4.95,3.87,4.88,9.0,0.343,42.0,4.6,4.55,4.39,12.0,0.27,43.0
824312,2026-09-02T19:10:00Z,BAL @ COL,COL,BAL,Tomoyuki Sugano,Trevor Rogers,608372.0,669432.0,1.22,,,,,,,,,,,,,,,,,,,7,3,2,8,5.23,4.38,3.74,4.67,4.39,2.0,0.324,4.0,2.24,3.17,3.34,4.0,0.301,10.0
825037,2026-09-02T19:40:00Z,PHI @ AZ,AZ,PHI,TBD,Andrew Painter,,691725.0,1.05,,,,,,,,,,,,,,,,,,,8,2,6,4,,5.95,,,,,,,1.02,,3.94,8.0,0.186,14.0
824717,2026-09-02T20:10:00Z,SEA @ BOS,BOS,SEA,Patrick Sandoval,TBD,663776.0,,1.03,,,,,,,,,,,,,,,,,,,4,6,6,4,4.2,,6.74,5.13,3.67,6.0,0.442,71.0,,,,,,
823339,2026-09-02T22:40:00Z,SF @ PIT,PIT,SF,Jared Jones,Landen Roupp,683003.0,694738.0,0.99,,,,,,,,,,,,,,,,,,,5,5,5,5,4.83,4.25,,,3.21,1.0,0.546,3.0,0.7,1.16,3.73,6.0,0.211,11.0
822931,2026-09-02T22:40:00Z,NYM @ TB,TB,NYM,TBD,Justin Hagenman,,663795.0,0.97,,,,,,,,,,,,,,,,,,,4,6,6,4,,,,,,,,,1.63,2.8,3.58,4.0,0.401,6.0
824390,2026-09-02T22:40:00Z,TOR @ CLE,CLE,TOR,Joey Cantillo,Dylan Cease,676282.0,656302.0,0.97,,,,,,,,,,,,,,,,,,,6,4,8,2,3.7,2.33,5.2,3.17,3.64,5.0,0.394,15.0,3.7,3.56,2.34,9.0,0.257,103.0
823660,2026-09-02T23:40:00Z,DET @ MIN,MIN,DET,Dean Kremer,Drew Anderson,665152.0,623454.0,1.01,,,,,,,,,,,,,,,,,,,2,8,3,7,5.6,3.87,6.73,4.65,3.82,11.0,0.479,98.0,2.91,4.66,3.22,8.0,0.154,19.0
824068,2026-09-02T23:40:00Z,MIA @ KC,KC,MIA,Noah Cameron,Eury Pérez,702070.0,691587.0,0.98,,,,,,,,,,,,,,,,,,,5,5,8,2,3.98,3.44,,,3.73,0.0,,0.0,,,3.41,1.0,0.608,1.0
824634,2026-09-02T23:40:00Z,MIL @ CHC,CHC,MIL,David Peterson,Jacob Misiorowski,656849.0,694819.0,1.02,,,,,,,,,,,,,,,,,,,7,3,3,7,5.11,1.73,4.39,4.15,3.66,12.0,0.26,65.0,2.52,2.41,1.88,11.0,0.222,88.0
824147,2026-09-03T00:10:00Z,CWS @ HOU,HOU,CWS,Hayden Wesneski,TBD,669713.0,,1.03,,,,,,,,,,,,,,,,,,,6,4,5,5,3.86,,0.15,,3.65,5.0,0.415,9.0,,,,,,
823983,2026-09-03T01:38:00Z,NYY @ LAA,LAA,NYY,Reid Detmers,Cam Schlittler,672282.0,693645.0,0.97,,,,,,,,,,,,,,,,,,,6,4,2,8,3.54,2.09,0.66,1.3,3.17,9.0,0.234,49.0,7.94,8.87,2.53,2.0,0.529,7.0
823906,2026-09-03T02:10:00Z,STL @ LAD,LAD,STL,Yoshinobu Yamamoto,TBD,808967.0,,0.96,,,,,,,,,,,,,,,,,,,3,7,6,4,2.56,,1.38,1.78,2.82,4.0,0.312,15.0,,,,,,
