game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,home_pitcher_fip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823368,2026-06-14T16:15:00Z,MIA @ PIT,PIT,MIA,Paul Skenes,Max Meyer,694973,676974.0,0.99,5,0.279,19,1.02,5.0,0.18,18.0
824823,2026-06-14T17:35:00Z,SD @ BAL,BAL,SD,Trevor Rogers,Walker Buehler,669432,621111.0,2.53,5,0.287,19,8.59,10.0,0.34,49.0
822722,2026-06-14T17:35:00Z,SEA @ WSH,WSH,SEA,Miles Mikolas,Emerson Hancock,571945,676106.0,3.54,8,0.331,61,4.22,6.0,0.359,10.0
822801,2026-06-14T17:37:00Z,NYY @ TOR,TOR,NYY,Patrick Corbin,Will Warren,571578,701542.0,5.76,11,0.392,116,5.28,12.0,0.282,56.0
824506,2026-06-14T17:40:00Z,AZ @ CIN,CIN,AZ,Andrew Abbott,Zac Gallen,671096,668678.0,6.13,10,0.419,49,5.5,8.0,0.329,52.0
824424,2026-06-14T17:40:00Z,DET @ CLE,CLE,DET,Gavin Williams,Casey Mize,668909,663554.0,1.41,11,0.26,105,3.82,10.0,0.263,64.0
823615,2026-06-14T17:40:00Z,ATL @ NYM,NYM,ATL,Freddy Peralta,Bryce Elder,642547,693821.0,5.42,12,0.282,62,5.89,9.0,0.373,35.0
824099,2026-06-14T18:10:00Z,HOU @ KC,KC,HOU,Stephen Kolek,Spencer Arrighetti,663568,681293.0,1.13,1,0.185,3,1.63,6.0,0.247,10.0
823693,2026-06-14T18:10:00Z,STL @ MIN,MIN,STL,Taj Bradley,Michael McGreevy,671737,700241.0,3.63,4,0.458,10,12.7,4.0,0.079,6.0
824586,2026-06-14T18:10:00Z,LAD @ CWS,CWS,LAD,Erick Fedde,Emmet Sheehan,607200,686218.0,5.36,9,0.358,66,,1.0,0.316,2.0
823777,2026-06-14T18:10:00Z,PHI @ MIL,MIL,PHI,Kyle Harrison,Cristopher Sánchez,690986,650911.0,6.31,8,0.361,28,3.13,8.0,0.341,33.0
824994,2026-06-14T19:05:00Z,COL @ ATH,ATH,COL,Jeffrey Springs,Tomoyuki Sugano,605488,608372.0,0.82,5,0.178,12,2.5,9.0,0.324,31.0
823212,2026-06-14T19:10:00Z,CHC @ SF,SF,CHC,Logan Webb,Colin Rea,657277,607067.0,5.75,11,0.29,106,9.92,9.0,0.585,35.0
824021,2026-06-14T20:07:00Z,TB @ LAA,LAA,TB,Grayson Rodriguez,TBD,680570,,4.35,4,0.266,18,,,,
824751,2026-06-14T23:20:00Z,TEX @ BOS,BOS,TEX,Connelly Early,Nathan Eovaldi,813349,543135.0,,1,0.475,2,4.63,9.0,0.376,57.0
