game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,home_pitcher_fip_vs_opp,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824829,2026-06-08T22:35:00Z,SEA @ BAL,BAL,SEA,TBD,Emerson Hancock,,676106.0,,,,,5.01,6.0,0.39,13.0
822972,2026-06-08T22:40:00Z,BOS @ TB,TB,BOS,TBD,TBD,,,,,,,,,,
824427,2026-06-08T22:40:00Z,NYY @ CLE,CLE,NYY,Gavin Williams,Will Warren,668909.0,701542.0,9.0,0.336,42.0,4.83,3.65,7.0,0.319,13.0
822806,2026-06-08T23:07:00Z,PHI @ TOR,TOR,PHI,TBD,TBD,,,,,,,,,,
824025,2026-06-09T01:38:00Z,HOU @ LAA,LAA,HOU,TBD,TBD,,,,,,,,,,
823289,2026-06-09T01:40:00Z,CIN @ SD,SD,CIN,Walker Buehler,Andrew Abbott,621111.0,671096.0,5.0,0.305,32.0,5.17,2.79,8.0,0.283,48.0
823218,2026-06-09T01:45:00Z,WSH @ SF,SF,WSH,TBD,TBD,,,,,,,,,,
824998,2026-06-09T02:05:00Z,MIL @ ATH,ATH,MIL,Jeffrey Springs,Kyle Harrison,605488.0,690986.0,11.0,0.257,33.0,6.98,2.1,9.0,0.216,15.0
