game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823543,2026-09-22T17:05:00Z,TB @ NYY,NYY,TB,Carlos Rodón,Nick Martinez,607074.0,607259,1.05,,,,,,,,,,,,,,,,,,,8,2,6,4,2.95,2.94,6.55,3.78,3.69,10.0,0.265,49.0,4.31,3.6,4.03,11,0.3,94
823494,2026-09-22T23:05:00Z,TB @ NYY,NYY,TB,Max Fried,Drew Rasmussen,608331.0,656876,1.05,,,,,,,,,,,,,,,,,,,8,2,6,4,2.63,2.72,4.1,3.42,3.2,13.0,0.219,122.0,2.49,2.45,2.83,10,0.23,82
824785,2026-09-22T22:35:00Z,TOR @ BAL,BAL,TOR,Chris Bassitt,Max Scherzer,605135.0,453286,1.01,,,,,,,,,,,,,,,,,,,4,6,5,5,4.64,6.07,5.38,4.59,4.38,11.0,0.325,92.0,5.28,4.16,4.61,8,0.419,59
824222,2026-09-22T22:40:00Z,WSH @ DET,DET,WSH,Drew Anderson,Jackson Kent,623454.0,800600,0.99,,,,,,,,,,,,,,,,,,,6,4,6,4,3.62,6.4,,,3.36,1.0,,1.0,,,4.65,0,,0
823328,2026-09-22T22:40:00Z,STL @ PIT,PIT,STL,Jared Jones,Andre Pallante,683003.0,669467,0.99,,,,,,,,,,,,,,,,,,,4,6,6,4,4.17,3.7,2.04,3.41,2.95,8.0,0.296,24.0,4.88,2.81,3.64,10,0.292,84
823412,2026-09-22T22:40:00Z,MIL @ PHI,PHI,MIL,Zack Wheeler,Dustin May,554430.0,669160,1.02,,,,,,,,,,,,,,,,,,,8,2,4,6,2.99,4.61,1.71,2.23,2.71,12.0,0.247,91.0,4.64,5.42,3.53,5,0.36,9
824709,2026-09-22T22:45:00Z,CLE @ BOS,BOS,CLE,Payton Tolle,Parker Messick,801139.0,800048,1.03,,,,,,,,,,,,,,,,,,,7,3,4,6,3.02,2.57,,,2.8,0.0,,0.0,5.46,4.4,2.82,12,0.357,30
824867,2026-09-22T23:15:00Z,CIN @ ATL,ATL,CIN,JR Ritchie,Brandon Williamson,702275.0,682227,0.98,,,,,,,,,,,,,,,,,,,3,7,7,3,5.03,5.56,,,4.5,0.0,,0.0,14.63,4.01,4.81,5,0.545,8
824061,2026-09-22T23:40:00Z,CWS @ KC,KC,CWS,Daniel Lynch IV,Anthony Kay,663738.0,641743,0.98,,,,,,,,,,,,,,,,,,,5,5,3,7,3.29,4.41,2.97,4.75,3.92,12.0,0.225,44.0,3.41,4.27,4.23,12,0.339,48
824624,2026-09-22T23:40:00Z,MIA @ CHC,CHC,MIA,TBD,Janson Junk,,676083,1.02,,,,,,,,,,,,,,,,,,,4,6,6,4,,4.5,,,,,,,2.06,3.19,3.87,12,0.232,34
822840,2026-09-23T00:05:00Z,NYM @ TEX,TEX,NYM,TBD,Sean Manaea,,640455,1.02,,,,,,,,,,,,,,,,,,,3,7,6,4,,4.74,,,,,,,6.06,3.7,3.8,9,0.401,53
824302,2026-09-23T00:40:00Z,AZ @ COL,COL,AZ,Kyle Freeland,Michael Soroka,607536.0,647336,1.22,,,,,,,,,,,,,,,,,,,4,6,2,8,6.38,3.45,6.54,5.79,3.89,12.0,0.447,118.0,2.12,3.34,3.35,10,0.284,56
824953,2026-09-23T01:40:00Z,LAA @ ATH,ATH,LAA,Brady Basso,Yusei Kikuchi,669620.0,579328,1.0,,,,,,,,,,,,,,,,,,,4,6,3,7,4.5,5.02,3.1,4.27,3.85,6.0,0.525,7.0,3.24,3.19,3.84,8,0.263,37
823089,2026-09-23T01:40:00Z,HOU @ SEA,SEA,HOU,Logan Gilbert,Cristian Javier,669302.0,664299,0.97,,,,,,,,,,,,,,,,,,,3,7,5,5,3.69,5.31,3.85,2.98,3.06,13.0,0.231,186.0,3.51,3.9,4.57,7,0.265,65
823166,2026-09-23T01:45:00Z,MIN @ SF,SF,MIN,Anthony Molina,Taj Bradley,683627.0,671737,0.95,,,,,,,,,,,,,,,,,,,4,6,3,7,4.18,3.81,1.63,2.82,3.57,3.0,0.325,4.0,,,3.3,1,0.187,2
823897,2026-09-23T02:10:00Z,SD @ LAD,LAD,SD,TBD,Michael King,,650633,0.96,,,,,,,,,,,,,,,,,,,9,1,7,3,,3.03,,,,,,,4.25,3.29,3.98,11,0.286,132
