game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824244,2026-07-25T17:10:00Z,KC @ DET,DET,KC,Casey Mize,Michael Wacha,663554.0,608379.0,0.99,,,,,,,,,,,,,,,,,,,5,5,6,4,3.1,4.31,6.0,0.336,52.0,3.94,4.31,11.0,0.313,135.0
822704,2026-07-25T20:05:00Z,AZ @ WSH,WSH,AZ,Foster Griffin,Mitch Bratt,656492.0,683352.0,1.0,,,,,,,,,,,,,,,,,,,8,2,5,5,1.85,3.41,8.0,0.188,12.0,,,0.0,,0.0
823197,2026-07-25T20:05:00Z,LAA @ SF,SF,LAA,Robbie Ray,Ryan Johnson,592662.0,696270.0,0.95,,,,,,,,,,,,,,,,,,,4,6,4,6,5.24,5.1,8.0,0.391,32.0,1.1,,3.0,0.083,3.0
824734,2026-07-25T20:10:00Z,TOR @ BOS,BOS,TOR,Sonny Gray,Dylan Cease,543243.0,656302.0,1.03,,,,,,,,,,,,,,,,,,,3,7,9,1,5.88,4.56,12.0,0.312,80.0,2.7,3.02,10.0,0.309,66.0
823841,2026-07-25T20:10:00Z,SD @ MIA,MIA,SD,Eury Pérez,JP Sears,691587.0,676664.0,0.95,,,,,,,,,,,,,,,,,,,4,6,1,9,2.24,4.03,8.0,0.3,25.0,3.1,3.57,5.0,0.272,12.0
823435,2026-07-25T22:05:00Z,NYY @ PHI,PHI,NYY,TBD,Cam Schlittler,,693645.0,1.02,,,,,,,,,,,,,,,,,,,7,3,5,5,,,,,,4.6,,6.0,,9.0
822948,2026-07-25T22:10:00Z,CLE @ TB,TB,CLE,Nick Martinez,Tanner Bibee,607259.0,676440.0,0.97,,,,,,,,,,,,,,,,,,,6,4,4,6,3.62,4.29,12.0,0.297,49.0,4.63,3.44,10.0,0.249,58.0
823355,2026-07-25T22:40:00Z,CHC @ PIT,PIT,CHC,Paul Skenes,Shota Imanaga,694973.0,684007.0,0.99,,,,,,,,,,,,,,,,,,,5,5,6,4,3.87,2.94,10.0,0.288,92.0,1.09,2.4,9.0,0.239,49.0
824811,2026-07-25T23:05:00Z,ATL @ BAL,BAL,ATL,Trevor Rogers,Bryce Elder,669432.0,693821.0,1.01,,,,,,,,,,,,,,,,,,,6,4,8,2,2.5,2.95,10.0,0.252,73.0,4.05,5.01,6.0,0.413,25.0
823679,2026-07-25T23:10:00Z,ATH @ MIN,MIN,ATH,TBD,TBD,,,1.01,,,,,,,,,,,,,,,,,,,2,8,5,5,,,,,,,,,,
824571,2026-07-25T23:10:00Z,HOU @ CWS,CWS,HOU,Sean Burke,Hunter Brown,680732.0,686613.0,0.97,,,,,,,,,,,,,,,,,,,4,6,7,3,9.1,6.87,8.0,0.498,16.0,9.4,7.37,4.0,0.487,14.0
823758,2026-07-25T23:10:00Z,COL @ MIL,MIL,COL,Robert Gasser,Ryan Feltner,688107.0,663372.0,1.0,,,,,,,,,,,,,,,,,,,3,7,6,4,12.1,,4.0,,4.0,1.89,2.54,12.0,0.301,83.0
823600,2026-07-25T23:15:00Z,LAD @ NYM,NYM,LAD,Nolan McLean,Yoshinobu Yamamoto,690997.0,808967.0,0.98,,,,,,,,,,,,,,,,,,,5,5,4,6,1.27,1.79,7.0,0.244,19.0,3.77,3.15,9.0,0.292,44.0
823027,2026-07-25T23:15:00Z,CIN @ STL,STL,CIN,Andre Pallante,Hunter Greene,669467.0,668881.0,0.99,,,,,,,,,,,,,,,,,,,5,5,4,6,4.57,4.14,12.0,0.293,117.0,1.79,3.19,7.0,0.322,40.0
822869,2026-07-25T23:15:00Z,SEA @ TEX,TEX,SEA,Nathan Eovaldi,Bryan Woo,543135.0,693433.0,1.02,,,,,,,,,,,,,,,,,,,4,6,5,5,2.98,2.77,10.0,0.342,121.0,2.39,3.1,10.0,0.299,71.0
