game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824803,2026-08-18T22:35:00Z,NYY @ BAL,BAL,NYY,TBD,Will Warren,,701542.0,1.01,,,,,,,,,,,,,,,,,,,5,5,5,5,,4.42,,,,,,,4.85,4.35,3.23,11.0,0.293,81.0
823341,2026-08-18T22:40:00Z,DET @ PIT,PIT,DET,Braxton Ashcraft,Keider Montero,677952.0,672456.0,0.99,,,,,,,,,,,,,,,,,,,5,5,4,6,3.88,3.22,5.0,0.0,13.0,0.37,1.22,2.76,3.74,3.11,3.79,9.0,0.235,32.0
824398,2026-08-18T22:40:00Z,SF @ CLE,CLE,SF,Foster Griffin,Carson Whisenhunt,656492.0,687931.0,0.97,,,,,,,,,,,,,,,,,,,3,7,3,7,3.25,6.11,5.0,0.162,13.0,0.37,1.65,3.39,,,4.89,1.0,1.0,2.0
824475,2026-08-18T22:40:00Z,STL @ CIN,CIN,STL,Andrew Abbott,Kyle Leahy,671096.0,681517.0,1.04,,,,,,,,,,,,,,,,,,,7,3,4,6,4.13,3.38,10.0,0.33,80.0,4.47,4.57,4.29,5.38,3.51,3.25,12.0,0.372,61.0
822938,2026-08-18T22:40:00Z,TOR @ TB,TB,TOR,TBD,José Soriano,,667755.0,0.97,,,,,,,,,,,,,,,,,,,7,3,7,3,,3.16,,,,,,,2.23,2.65,3.45,10.0,0.28,47.0
823423,2026-08-18T22:40:00Z,MIA @ PHI,PHI,MIA,Zack Wheeler,TBD,554430.0,,1.02,,,,,,,,,,,,,,,,,,,6,4,6,4,2.89,,9.0,0.231,59.0,3.1,2.62,2.49,,,,,,
824723,2026-08-18T23:10:00Z,AZ @ BOS,BOS,AZ,Ranger Suarez,Merrill Kelly,624133.0,518876.0,1.03,,,,,,,,,,,,,,,,,,,5,5,3,7,3.25,5.11,10.0,0.318,102.0,4.75,3.75,3.04,6.42,4.66,4.69,9.0,0.443,36.0
823586,2026-08-18T23:10:00Z,SD @ NYM,NYM,SD,TBD,Robbie Ray,,592662.0,0.98,,,,,,,,,,,,,,,,,,,8,2,7,3,,3.28,,,,,,,3.24,2.72,4.38,10.0,0.313,96.0
824075,2026-08-18T23:40:00Z,ATH @ KC,KC,ATH,TBD,Jack Perkins,,678022.0,0.98,,,,,,,,,,,,,,,,,,,4,6,3,7,,7.27,,,,,,,0.7,2.57,3.96,6.0,0.1,6.0
823667,2026-08-18T23:40:00Z,ATL @ MIN,MIN,ATL,Zebby Matthews,Tyler Mahle,805673.0,641816.0,1.01,,,,,,,,,,,,,,,,,,,5,5,4,6,5.34,4.64,8.0,0.842,16.0,4.9,1.93,3.85,4.31,4.16,3.53,11.0,0.317,69.0
823749,2026-08-18T23:40:00Z,SEA @ MIL,MIL,SEA,Kyle Harrison,Bryce Miller,690986.0,682243.0,1.0,,,,,,,,,,,,,,,,,,,3,7,5,5,3.47,3.39,6.0,0.231,13.0,8.2,6.64,2.81,2.88,2.05,3.22,8.0,0.176,29.0
822859,2026-08-19T00:05:00Z,WSH @ TEX,TEX,WSH,Cal Quantrill,Jackson Kent,615698.0,800600.0,1.02,,,,,,,,,,,,,,,,,,,4,6,4,6,3.44,6.75,6.0,0.321,38.0,3.97,3.54,4.38,,,,0.0,,0.0
824639,2026-08-19T00:05:00Z,CWS @ CHC,CHC,CWS,Kevin Gausman,TBD,592332.0,,1.02,,,,,,,,,,,,,,,,,,,6,4,6,4,4.53,,5.0,0.211,39.0,2.9,3.5,3.2,,,,,,
824154,2026-08-19T00:10:00Z,LAA @ HOU,HOU,LAA,TBD,George Klassen,,691946.0,1.03,,,,,,,,,,,,,,,,,,,5,5,4,6,,5.52,,,,,,,,,5.29,0.0,,0.0
824319,2026-08-19T00:40:00Z,LAD @ COL,COL,LAD,Ryan Feltner,Eric Lauer,663372.0,641778.0,1.22,,,,,,,,,,,,,,,,,,,5,5,5,5,5.59,4.67,12.0,0.315,89.0,4.76,5.45,4.49,3.91,3.68,4.79,8.0,0.241,51.0
