game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,home_pitcher_fip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
824830,2026-06-09T22:35:00Z,SEA @ BAL,BAL,SEA,Trevor Rogers,Logan Gilbert,669432.0,669302,5.21,8.0,0.357,44.0,3.28,8,0.252,61
823374,2026-06-09T22:40:00Z,LAD @ PIT,PIT,LAD,Paul Skenes,Eric Lauer,694973.0,641778,3.79,11.0,0.257,58.0,9.24,6,0.424,40
822969,2026-06-09T22:40:00Z,BOS @ TB,TB,BOS,Nick Martinez,Payton Tolle,607259.0,801139,3.76,11.0,0.351,58.0,5.55,9,0.238,19
824267,2026-06-09T22:40:00Z,MIN @ DET,DET,MIN,Troy Melton,Taj Bradley,675512.0,671737,3.1,5.0,0.085,4.0,1.6,11,0.221,32
823858,2026-06-09T22:40:00Z,AZ @ MIA,MIA,AZ,Max Meyer,Zac Gallen,676974.0,668678,5.35,5.0,0.425,13.0,2.83,4,0.247,12
824429,2026-06-09T22:40:00Z,NYY @ CLE,CLE,NYY,Slade Cecconi,Gerrit Cole,677944.0,543037,4.9,10.0,0.276,36.0,6.05,11,0.255,74
822805,2026-06-09T23:07:00Z,PHI @ TOR,TOR,PHI,TBD,Zack Wheeler,,554430,,,,,3.15,9,0.31,77
823620,2026-06-09T23:10:00Z,STL @ NYM,NYM,STL,Freddy Peralta,Dustin May,642547.0,669160,3.24,11.0,0.352,90.0,2.98,7,0.27,27
824105,2026-06-09T23:40:00Z,TEX @ KC,KC,TEX,Stephen Kolek,Nathan Eovaldi,663568.0,543135,5.56,12.0,0.385,42.0,5.09,11,0.32,86
824591,2026-06-09T23:40:00Z,ATL @ CWS,CWS,ATL,Erick Fedde,Grant Holmes,607200.0,656550,5.85,11.0,0.36,89.0,1.63,3,0.156,4
824347,2026-06-10T00:40:00Z,CHC @ COL,COL,CHC,Tomoyuki Sugano,Colin Rea,608372.0,607067,2.57,7.0,0.452,21.0,3.75,5,0.323,13
824023,2026-06-10T01:38:00Z,HOU @ LAA,LAA,HOU,Walbert Ureña,Kai-Wei Teng,700712.0,678906,10.1,6.0,0.405,5.0,2.24,7,0.231,8
823290,2026-06-10T01:40:00Z,CIN @ SD,SD,CIN,Lucas Giolito,Chase Burns,608337.0,695505,4.49,8.0,0.36,37.0,8.5,10,,14
823214,2026-06-10T01:45:00Z,WSH @ SF,SF,WSH,Adrian Houser,Andrew Alvarez,605288.0,674841,5.63,12.0,0.28,40.0,1.1,8,0.197,12
824999,2026-06-10T02:05:00Z,MIL @ ATH,ATH,MIL,J.T. Ginn,Robert Gasser,669372.0,688107,3.85,11.0,0.28,26.0,1.13,3,,3
