game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
822781,2026-08-01T19:07:00Z,STL @ TOR,TOR,STL,Kevin Gausman,Quinn Mathews,592332.0,687273.0,1.0,,,,,,,,,,,,,,,,,,,3,7,4,6,2.3,3.62,6.0,0.413,25.0,2.35,,6.0,,5.0
823109,2026-08-01T20:10:00Z,MIN @ SEA,SEA,MIN,TBD,Connor Prielipp,,687570.0,0.97,,,,,,,,,,,,,,,,,,,6,4,4,6,,,,,,3.33,4.77,8.0,0.271,13.0
822944,2026-08-01T20:10:00Z,CWS @ TB,TB,CWS,Drew Rasmussen,Noah Schultz,656876.0,702273.0,0.97,,,,,,,,,,,,,,,,,,,5,5,8,2,3.1,3.57,6.0,0.29,11.0,4.02,4.38,9.0,0.384,15.0
823594,2026-08-01T20:10:00Z,MIA @ NYM,NYM,MIA,Zac Thornton,Tyler Phillips,804267.0,663969.0,0.98,,,,,,,,,,,,,,,,,,,3,7,5,5,1.9,2.84,4.0,,5.0,1.9,2.84,11.0,0.366,37.0
824485,2026-08-01T22:40:00Z,PIT @ CIN,CIN,PIT,Andrew Abbott,Braxton Ashcraft,671096.0,677952.0,1.04,,,,,,,,,,,,,,,,,,,4,6,6,4,4.28,3.27,10.0,0.251,60.0,3.1,3.94,11.0,0.28,51.0
824808,2026-08-01T23:05:00Z,PHI @ BAL,BAL,PHI,Shane Baz,Cristopher Sánchez,669358.0,650911.0,1.01,,,,,,,,,,,,,,,,,,,2,8,5,5,4.3,2.82,9.0,0.266,29.0,1.75,1.34,9.0,0.334,43.0
824162,2026-08-01T23:10:00Z,TEX @ HOU,HOU,TEX,Ronel Blanco,Jacob deGrom,669854.0,594798.0,1.03,,,,,,,,,,,,,,,,,,,5,5,8,2,5.86,6.07,8.0,0.368,41.0,5.66,2.47,11.0,0.288,97.0
824405,2026-08-01T23:15:00Z,AZ @ CLE,CLE,AZ,Parker Messick,Kohl Drake,800048.0,684442.0,0.97,,,,,,,,,,,,,,,,,,,6,4,4,6,2.15,2.65,9.0,0.388,25.0,,,2.0,,2.0
824890,2026-08-01T23:15:00Z,WSH @ ATL,ATL,WSH,Reynaldo López,Miles Mikolas,625643.0,571945.0,0.98,,,,,,,,,,,,,,,,,,,6,4,6,4,5.22,5.01,11.0,0.335,43.0,4.72,4.29,12.0,0.346,134.0
824649,2026-08-01T23:15:00Z,NYY @ CHC,CHC,NYY,David Peterson,Max Fried,656849.0,608331.0,1.02,,,,,,,,,,,,,,,,,,,6,4,6,4,3.73,3.38,12.0,0.357,60.0,3.19,2.22,9.0,0.263,82.0
824326,2026-08-02T00:10:00Z,KC @ COL,COL,KC,Ryan Feltner,Luinder Avila,663372.0,679883.0,1.22,,,,,,,,,,,,,,,,,,,6,4,3,7,,,0.0,,0.0,,,0.0,,0.0
823269,2026-08-02T00:40:00Z,SF @ SD,SD,SF,Walker Buehler,TBD,621111.0,,0.95,,,,,,,,,,,,,,,,,,,4,6,7,3,1.53,2.38,9.0,0.26,55.0,,,,,
823920,2026-08-02T01:10:00Z,BOS @ LAD,LAD,BOS,Yoshinobu Yamamoto,Payton Tolle,808967.0,801139.0,0.96,,,,,,,,,,,,,,,,,,,7,3,6,4,0.1,0.88,3.0,0.233,7.0,,,0.0,,0.0
824000,2026-08-02T01:38:00Z,MIL @ LAA,LAA,MIL,José Soriano,Robert Gasser,667755.0,688107.0,0.97,,,,,,,,,,,,,,,,,,,6,4,4,6,6.6,,8.0,0.429,11.0,,,0.0,,0.0
824972,2026-08-02T01:40:00Z,DET @ ATH,ATH,DET,TBD,Framber Valdez,,664285.0,1.0,,,,,,,,,,,,,,,,,,,5,5,3,7,,,,,,4.25,3.05,9.0,0.209,64.0
