game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,away_last10_w,away_last10_l,home_last10_w,home_last10_l,home_pitcher_season_era,away_pitcher_season_era,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,home_pitcher_season_xfip,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,away_pitcher_season_xfip,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823326,2026-09-24T16:35:00Z,STL @ PIT,PIT,STL,Paul Skenes,Kyle Leahy,694973.0,681517.0,0.99,,,,,,,,,,,,,,,,,,,4,6,6,4,3.91,3.65,2.03,1.4,2.81,10.0,0.229,89.0,5.75,2.77,3.23,14.0,0.275,54.0
824059,2026-09-24T18:10:00Z,CWS @ KC,KC,CWS,Randy Dobnak,TBD,677976.0,,0.98,,,,,,,,,,,,,,,,,,,5,5,3,7,3.08,,19.67,4.24,4.03,3.0,0.256,7.0,,,,,,
824623,2026-09-24T18:20:00Z,MIA @ CHC,CHC,MIA,TBD,Tyler Phillips,,663969.0,1.02,,,,,,,,,,,,,,,,,,,4,6,6,4,,3.45,,,,,,,6.37,4.95,4.19,13.0,0.343,34.0
822842,2026-09-24T18:35:00Z,NYM @ TEX,TEX,NYM,TBD,Zac Thornton,,804267.0,1.02,,,,,,,,,,,,,,,,,,,3,7,6,4,,3.4,,,,,,,,,3.86,0.0,,0.0
824298,2026-09-24T19:10:00Z,AZ @ COL,COL,AZ,TBD,Eduardo Rodriguez,,593958.0,1.22,,,,,,,,,,,,,,,,,,,4,6,2,8,,2.89,,,,,,,2.09,3.58,3.99,11.0,0.309,85.0
823411,2026-09-24T22:05:00Z,MIL @ PHI,PHI,MIL,TBD,TBD,,,1.02,,,,,,,,,,,,,,,,,,,8,2,4,6,,,,,,,,,,,,,,
824707,2026-09-24T22:45:00Z,CLE @ BOS,BOS,CLE,Ranger Suarez,TBD,624133.0,,1.03,,,,,,,,,,,,,,,,,,,7,3,4,6,3.27,,1.48,2.74,3.37,10.0,0.279,44.0,,,,,,
823493,2026-09-24T23:05:00Z,TB @ NYY,NYY,TB,Cam Schlittler,Freddy Peralta,693645.0,642547.0,1.05,,,,,,,,,,,,,,,,,,,8,2,6,4,1.94,4.56,1.79,1.59,2.44,12.0,0.224,74.0,5.09,3.46,3.79,14.0,0.339,122.0
824866,2026-09-24T23:15:00Z,CIN @ ATL,ATL,CIN,Tyler Mahle,Brady Singer,641816.0,663903.0,0.98,,,,,,,,,,,,,,,,,,,3,7,7,3,3.81,5.67,15.23,6.72,3.43,11.0,0.446,36.0,6.56,3.68,4.35,12.0,0.375,89.0
824950,2026-09-25T01:40:00Z,HOU @ ATH,ATH,HOU,TBD,TBD,,,1.0,,,,,,,,,,,,,,,,,,,3,7,3,7,,,,,,,,,,,,,,
823087,2026-09-25T01:40:00Z,LAA @ SEA,SEA,LAA,TBD,TBD,,,0.97,,,,,,,,,,,,,,,,,,,4,6,5,5,,,,,,,,,,,,,,
823895,2026-09-25T02:10:00Z,SD @ LAD,LAD,SD,Tyler Glasnow,Nick Pivetta,607192.0,601713.0,0.96,,,,,,,,,,,,,,,,,,,9,1,7,3,3.46,3.3,2.54,2.19,2.29,11.0,0.211,108.0,3.67,4.09,3.7,12.0,0.344,150.0
