game_id,game_time,matchup,home_team,away_team,home_pitcher_name,away_pitcher_name,home_pitcher_id,away_pitcher_id,park_factor,away_woba,away_wrc_plus,away_obp,away_ops_plus,away_barrel,away_hard_hit,away_k_pct,away_bb_pct,away_babip,home_woba,home_wrc_plus,home_obp,home_ops_plus,home_barrel,home_hard_hit,home_k_pct,home_bb_pct,home_babip,home_pitcher_fip_vs_opp,home_pitcher_xfip_vs_opp,away_hitters_with_history,away_lineup_avg_xwoba,away_total_abs,away_pitcher_fip_vs_opp,away_pitcher_xfip_vs_opp,home_hitters_with_history,home_lineup_avg_xwoba,home_total_abs
823202,2026-07-08T19:45:00Z,TOR @ SF,SF,TOR,Logan Webb,Dylan Cease,657277.0,656302.0,0.95,,,,,,,,,,,,,,,,,,,3.59,3.86,9.0,0.327,49.0,3.77,3.89,8.0,0.328,69.0
824815,2026-07-08T22:35:00Z,CHC @ BAL,BAL,CHC,Dean Kremer,Colin Rea,665152.0,607067.0,1.01,,,,,,,,,,,,,,,,,,,6.05,3.51,8.0,0.406,40.0,3.24,2.56,9.0,0.334,36.0
824253,2026-07-08T22:40:00Z,ATH @ DET,DET,ATH,Troy Melton,Jeffrey Springs,675512.0,605488.0,0.99,,,,,,,,,,,,,,,,,,,1.9,1.9,6.0,0.113,5.0,3.15,2.22,6.0,0.236,22.0
823360,2026-07-08T22:40:00Z,ATL @ PIT,PIT,ATL,Jared Jones,Grant Holmes,683003.0,656550.0,0.99,,,,,,,,,,,,,,,,,,,6.88,4.05,5.0,0.432,11.0,0.7,1.25,8.0,0.289,16.0
823848,2026-07-08T22:40:00Z,SEA @ MIA,MIA,SEA,TBD,TBD,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822957,2026-07-08T22:40:00Z,NYY @ TB,TB,NYY,Shane McClanahan,Gerrit Cole,663556.0,543037.0,0.97,,,,,,,,,,,,,,,,,,,4.97,2.6,6.0,0.321,18.0,3.84,3.35,9.0,0.215,81.0
822710,2026-07-08T22:45:00Z,HOU @ WSH,WSH,HOU,Foster Griffin,Spencer Arrighetti,656492.0,681293.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,5.5,4.37,8.0,0.503,26.0
823605,2026-07-08T23:10:00Z,KC @ NYM,NYM,KC,Christian Scott,TBD,681035.0,,0.98,,,,,,,,,,,,,,,,,,,3.13,4.5,1.0,0.339,3.0,,,,,
824496,2026-07-08T23:10:00Z,PHI @ CIN,CIN,PHI,Chase Burns,TBD,695505.0,,1.04,,,,,,,,,,,,,,,,,,,2.87,2.0,10.0,0.229,27.0,,,,,
823684,2026-07-08T23:40:00Z,CLE @ MIN,MIN,CLE,Connor Prielipp,Slade Cecconi,687570.0,677944.0,1.01,,,,,,,,,,,,,,,,,,,6.4,3.73,6.0,0.277,12.0,1.69,2.65,7.0,0.248,20.0
824578,2026-07-08T23:40:00Z,BOS @ CWS,CWS,BOS,Davis Martin,Jake Bennett,663436.0,687562.0,0.97,,,,,,,,,,,,,,,,,,,1.46,2.37,6.0,0.426,19.0,,,0.0,,0.0
823032,2026-07-08T23:45:00Z,MIL @ STL,STL,MIL,TBD,Kyle Harrison,,690986.0,0.99,,,,,,,,,,,,,,,,,,,,,,,,2.35,2.86,7.0,0.318,18.0
822880,2026-07-09T00:05:00Z,LAA @ TEX,TEX,LAA,MacKenzie Gore,Walbert Ureña,669022.0,700712.0,1.02,,,,,,,,,,,,,,,,,,,3.21,3.27,9.0,0.199,44.0,1.9,2.99,9.0,0.346,19.0
823928,2026-07-09T02:10:00Z,COL @ LAD,LAD,COL,Roki Sasaki,Ryan Feltner,808963.0,663372.0,0.96,,,,,,,,,,,,,,,,,,,5.89,5.15,9.0,0.431,21.0,5.23,5.09,12.0,0.304,76.0
823279,2026-07-09T02:10:00Z,AZ @ SD,SD,AZ,Michael King,Jose Cabrera,650633.0,703615.0,0.95,,,,,,,,,,,,,,,,,,,3.69,3.08,11.0,0.283,59.0,,,0.0,,0.0
